payment_id,customer_id,payment_date,amount,payment_method,payment_status,currency,revenue_month
156964,27144,21-11-2023,15,PayPal,Completed,INR,2023-11
156965,10826,08-07-2022,15,UPI,Completed,EUR,2022-07
156966,10039,09-04-2023,199,UPI,Completed,EUR,2023-04
156967,39066,19-10-2023,99,UPI,Pending,USD,2023-10
156968,2574,06-07-2024,35,PayPal,Failed,EUR,2024-07
156969,34670,01-10-2023,99,Credit Card,Pending,USD,2023-10
156970,7846,16-05-2023,99,UPI,Failed,USD,2023-05
156971,49172,28-04-2024,15,Bank Transfer,Failed,INR,2024-04
156972,35992,18-07-2022,99,Bank Transfer,Pending,EUR,2022-07
156973,31953,13-07-2022,99,Bank Transfer,Completed,USD,2022-07
156974,14421,07-01-2024,99,PayPal,Pending,USD,2024-01
156975,14847,06-10-2023,35,Bank Transfer,Failed,INR,2023-10
156976,2979,06-01-2024,15,Bank Transfer,Failed,EUR,2024-01
156977,22448,08-01-2025,15,Credit Card,Failed,INR,2025-01
156978,20321,23-02-2025,199,UPI,Pending,USD,2025-02
156979,26364,06-04-2025,35,Credit Card,Pending,EUR,2025-04
156980,12047,10-09-2024,99,Credit Card,Pending,EUR,2024-09
156981,36015,22-12-2023,99,UPI,Completed,USD,2023-12
156982,17011,08-04-2024,99,PayPal,Completed,INR,2024-04
156983,7527,09-02-2023,99,Bank Transfer,Failed,USD,2023-02
156984,9544,30-08-2022,199,Bank Transfer,Pending,EUR,2022-08
156985,43890,03-01-2024,35,PayPal,Failed,USD,2024-01
156986,43711,08-03-2024,199,PayPal,Completed,EUR,2024-03
156987,30468,01-10-2022,35,UPI,Pending,USD,2022-10
156988,8826,28-02-2023,199,Credit Card,Pending,EUR,2023-02
156989,33591,05-07-2022,35,PayPal,Pending,INR,2022-07
156990,9553,27-05-2024,199,Bank Transfer,Failed,EUR,2024-05
156991,32942,25-11-2024,199,Bank Transfer,Pending,INR,2024-11
156992,11895,01-12-2024,199,Credit Card,Completed,INR,2024-12
156993,35221,17-04-2024,199,UPI,Completed,USD,2024-04
156994,2194,17-11-2024,199,Credit Card,Pending,USD,2024-11
156995,10401,22-03-2023,15,Bank Transfer,Pending,EUR,2023-03
156996,3360,27-10-2023,35,Credit Card,Pending,USD,2023-10
156997,22956,04-08-2023,35,UPI,Pending,USD,2023-08
156998,42872,13-06-2023,15,Credit Card,Pending,INR,2023-06
156999,7799,22-05-2023,15,PayPal,Completed,INR,2023-05
157000,19806,22-05-2022,35,Credit Card,Failed,USD,2022-05
157001,5094,26-10-2024,99,Bank Transfer,Failed,EUR,2024-10
157002,35025,09-04-2024,99,UPI,Pending,EUR,2024-04
157003,49231,13-11-2023,199,Credit Card,Pending,INR,2023-11
157004,46615,06-07-2022,199,PayPal,Failed,INR,2022-07
157005,15333,31-01-2025,99,PayPal,Pending,INR,2025-01
157006,36902,25-05-2023,99,UPI,Pending,EUR,2023-05
157007,49848,23-01-2022,99,Bank Transfer,Pending,USD,2022-01
157008,9870,13-12-2023,35,Bank Transfer,Pending,INR,2023-12
157009,9791,12-05-2022,199,Bank Transfer,Pending,EUR,2022-05
157010,4771,06-06-2024,99,PayPal,Completed,USD,2024-06
157011,19006,16-08-2022,99,PayPal,Failed,USD,2022-08
157012,32914,20-12-2024,15,UPI,Pending,EUR,2024-12
157013,23757,16-07-2024,15,UPI,Completed,INR,2024-07
157014,24807,14-04-2023,35,UPI,Completed,USD,2023-04
157015,31948,06-08-2024,15,Bank Transfer,Completed,INR,2024-08
157016,7959,18-03-2023,99,UPI,Pending,USD,2023-03
157017,44156,21-04-2022,199,PayPal,Completed,EUR,2022-04
157018,20506,31-03-2023,99,PayPal,Pending,INR,2023-03
157019,23004,31-10-2024,99,Credit Card,Failed,EUR,2024-10
157020,46088,15-01-2023,199,Bank Transfer,Pending,EUR,2023-01
157021,24784,12-08-2022,15,UPI,Pending,INR,2022-08
157022,7682,24-03-2024,15,PayPal,Pending,EUR,2024-03
157023,15363,27-11-2023,199,PayPal,Pending,INR,2023-11
157024,2954,23-02-2024,35,Bank Transfer,Pending,INR,2024-02
157025,35024,26-03-2025,199,Bank Transfer,Failed,INR,2025-03
157026,6023,16-02-2023,15,Bank Transfer,Completed,USD,2023-02
157027,44635,10-07-2023,199,Bank Transfer,Completed,EUR,2023-07
157028,20189,27-07-2022,35,PayPal,Completed,INR,2022-07
157029,4608,15-02-2025,99,UPI,Failed,EUR,2025-02
157030,1915,24-08-2024,35,Bank Transfer,Failed,EUR,2024-08
157031,33825,03-09-2023,199,Bank Transfer,Completed,EUR,2023-09
157032,32614,23-02-2024,15,UPI,Failed,EUR,2024-02
157033,26506,15-03-2025,15,PayPal,Completed,INR,2025-03
157034,24653,19-03-2025,199,Bank Transfer,Completed,USD,2025-03
157035,39058,23-03-2023,35,Credit Card,Failed,USD,2023-03
157036,6666,09-03-2025,15,UPI,Pending,INR,2025-03
157037,30255,13-03-2023,99,Bank Transfer,Completed,USD,2023-03
157038,24077,01-10-2023,15,UPI,Completed,EUR,2023-10
157039,30549,22-03-2022,99,Bank Transfer,Completed,EUR,2022-03
157040,45874,25-06-2022,35,PayPal,Completed,INR,2022-06
157041,46587,16-09-2023,15,Bank Transfer,Completed,EUR,2023-09
157042,23113,13-04-2023,199,UPI,Pending,INR,2023-04
157043,34604,15-03-2024,35,PayPal,Completed,EUR,2024-03
157044,7388,15-07-2022,199,UPI,Completed,INR,2022-07
157045,3034,24-12-2023,15,PayPal,Pending,INR,2023-12
157046,39672,23-02-2023,15,UPI,Pending,USD,2023-02
157047,40772,12-10-2022,15,PayPal,Failed,USD,2022-10
157048,37256,16-01-2023,15,Credit Card,Failed,INR,2023-01
157049,8841,09-10-2024,99,Credit Card,Failed,EUR,2024-10
157050,14577,22-05-2023,15,Bank Transfer,Failed,INR,2023-05
157051,31568,02-11-2023,199,Bank Transfer,Failed,USD,2023-11
157052,28610,10-03-2025,99,Bank Transfer,Failed,EUR,2025-03
157053,26351,16-01-2024,15,PayPal,Pending,EUR,2024-01
157054,31716,25-02-2024,35,PayPal,Completed,EUR,2024-02
157055,12273,21-05-2024,199,UPI,Failed,USD,2024-05
157056,33006,05-09-2024,99,Credit Card,Completed,INR,2024-09
157057,29213,14-03-2025,35,UPI,Failed,USD,2025-03
157058,37931,02-06-2023,35,Bank Transfer,Failed,USD,2023-06
157059,14695,03-05-2024,99,Credit Card,Pending,INR,2024-05
157060,23946,01-04-2022,15,UPI,Completed,USD,2022-04
157061,30255,25-01-2024,35,Credit Card,Failed,INR,2024-01
157062,29155,04-02-2024,15,PayPal,Pending,USD,2024-02
157063,23242,18-10-2023,35,Bank Transfer,Pending,USD,2023-10
157064,44646,29-01-2024,15,Bank Transfer,Pending,INR,2024-01
157065,48530,01-01-2025,35,PayPal,Completed,EUR,2025-01
157066,15840,23-03-2025,199,PayPal,Pending,EUR,2025-03
157067,47315,10-02-2024,15,UPI,Failed,INR,2024-02
157068,18611,25-01-2023,199,Bank Transfer,Completed,EUR,2023-01
157069,26332,12-12-2024,199,UPI,Failed,EUR,2024-12
157070,1637,20-04-2024,99,Credit Card,Completed,INR,2024-04
157071,23408,15-07-2023,15,Bank Transfer,Completed,EUR,2023-07
157072,48790,06-02-2024,199,Bank Transfer,Failed,EUR,2024-02
157073,8195,29-07-2024,99,UPI,Failed,EUR,2024-07
157074,46889,18-11-2022,199,PayPal,Failed,EUR,2022-11
157075,26943,05-02-2023,199,UPI,Completed,INR,2023-02
157076,45962,08-06-2023,35,UPI,Failed,INR,2023-06
157077,39205,22-08-2023,199,UPI,Failed,EUR,2023-08
157078,9455,11-04-2024,35,PayPal,Pending,INR,2024-04
157079,8195,25-02-2024,199,Bank Transfer,Failed,USD,2024-02
157080,47578,05-03-2023,35,UPI,Failed,INR,2023-03
157081,12051,18-10-2022,15,UPI,Pending,USD,2022-10
157082,43994,01-10-2024,15,UPI,Completed,EUR,2024-10
157083,31648,28-03-2022,99,Bank Transfer,Pending,USD,2022-03
157084,23100,01-01-2022,15,UPI,Completed,EUR,2022-01
157085,32204,18-04-2022,15,Credit Card,Completed,EUR,2022-04
157086,36047,16-03-2024,199,Credit Card,Failed,EUR,2024-03
157087,6586,27-07-2023,99,PayPal,Failed,USD,2023-07
157088,31798,09-05-2024,199,Credit Card,Pending,EUR,2024-05
157089,18316,24-07-2023,15,UPI,Completed,USD,2023-07
157090,43215,24-04-2022,15,Bank Transfer,Failed,USD,2022-04
157091,23890,25-08-2023,199,Credit Card,Completed,USD,2023-08
157092,40137,30-10-2022,35,UPI,Completed,EUR,2022-10
157093,33808,27-08-2023,15,PayPal,Failed,EUR,2023-08
157094,32706,03-02-2024,15,Bank Transfer,Pending,USD,2024-02
157095,48200,31-08-2023,199,UPI,Completed,USD,2023-08
157096,5682,26-01-2024,199,Credit Card,Failed,USD,2024-01
157097,49826,10-03-2022,199,Bank Transfer,Failed,EUR,2022-03
157098,28238,19-12-2022,15,Credit Card,Failed,USD,2022-12
157099,35313,02-01-2023,99,PayPal,Completed,INR,2023-01
157100,14080,23-10-2024,15,Credit Card,Pending,EUR,2024-10
157101,2941,01-04-2022,99,Credit Card,Failed,INR,2022-04
157102,28406,14-12-2022,99,Credit Card,Failed,EUR,2022-12
157103,23240,16-03-2024,35,Bank Transfer,Completed,EUR,2024-03
157104,35457,16-03-2023,99,Credit Card,Failed,USD,2023-03
157105,17752,02-08-2022,199,UPI,Pending,EUR,2022-08
157106,8194,14-03-2023,99,Bank Transfer,Completed,EUR,2023-03
157107,20940,25-03-2023,99,Credit Card,Pending,EUR,2023-03
157108,35639,20-01-2023,15,PayPal,Pending,INR,2023-01
157109,45782,12-10-2024,15,Credit Card,Pending,INR,2024-10
157110,22318,23-03-2024,15,PayPal,Completed,USD,2024-03
157111,2337,24-09-2023,99,PayPal,Pending,INR,2023-09
157112,31817,19-03-2025,99,Credit Card,Completed,EUR,2025-03
157113,32322,21-09-2022,199,PayPal,Pending,EUR,2022-09
157114,48449,27-06-2022,15,PayPal,Failed,USD,2022-06
157115,19326,25-04-2023,99,Credit Card,Pending,INR,2023-04
157116,8086,30-01-2025,35,Credit Card,Failed,EUR,2025-01
157117,46066,24-06-2023,35,Credit Card,Completed,INR,2023-06
157118,18298,28-09-2023,35,PayPal,Pending,INR,2023-09
157119,28779,13-10-2022,99,PayPal,Completed,USD,2022-10
157120,36946,21-08-2024,99,Credit Card,Pending,USD,2024-08
157121,33039,09-02-2022,99,PayPal,Failed,USD,2022-02
157122,19932,09-02-2023,99,Credit Card,Pending,INR,2023-02
157123,8048,04-11-2022,199,PayPal,Failed,EUR,2022-11
157124,25013,12-08-2024,99,PayPal,Failed,EUR,2024-08
157125,13785,03-10-2023,15,Bank Transfer,Failed,EUR,2023-10
157126,34366,28-02-2025,99,Bank Transfer,Completed,EUR,2025-02
157127,39576,27-06-2022,199,Credit Card,Pending,EUR,2022-06
157128,21250,28-06-2023,99,UPI,Pending,INR,2023-06
157129,8937,18-10-2022,199,UPI,Pending,EUR,2022-10
157130,22464,11-12-2022,99,PayPal,Failed,USD,2022-12
157131,25382,06-01-2024,35,PayPal,Completed,USD,2024-01
157132,49170,20-09-2023,99,PayPal,Completed,USD,2023-09
157133,20357,16-11-2024,199,Bank Transfer,Pending,EUR,2024-11
157134,30359,14-12-2023,99,PayPal,Failed,INR,2023-12
157135,43421,25-09-2023,15,Bank Transfer,Failed,EUR,2023-09
157136,12460,16-06-2022,15,UPI,Pending,EUR,2022-06
157137,29126,18-08-2023,199,UPI,Pending,EUR,2023-08
157138,15267,15-12-2023,15,UPI,Completed,EUR,2023-12
157139,41994,22-01-2022,15,UPI,Completed,INR,2022-01
157140,3347,13-09-2022,99,Credit Card,Completed,EUR,2022-09
157141,10041,18-06-2022,99,UPI,Pending,EUR,2022-06
157142,4982,28-01-2023,199,PayPal,Pending,INR,2023-01
157143,15441,28-01-2022,199,Credit Card,Failed,EUR,2022-01
157144,38987,18-11-2023,199,UPI,Completed,INR,2023-11
157145,23057,15-05-2022,35,Bank Transfer,Failed,INR,2022-05
157146,43989,24-10-2024,15,UPI,Pending,INR,2024-10
157147,47662,02-04-2022,99,PayPal,Pending,EUR,2022-04
157148,14717,04-02-2025,35,UPI,Pending,INR,2025-02
157149,27368,21-04-2023,35,UPI,Completed,INR,2023-04
157150,16566,15-09-2022,15,Bank Transfer,Failed,USD,2022-09
157151,4093,14-03-2022,99,Credit Card,Pending,EUR,2022-03
157152,11733,28-02-2022,199,UPI,Pending,USD,2022-02
157153,3214,10-04-2025,15,UPI,Completed,EUR,2025-04
157154,18877,01-07-2022,99,Credit Card,Completed,INR,2022-07
157155,36234,19-02-2023,35,PayPal,Failed,INR,2023-02
157156,33546,03-01-2023,99,UPI,Pending,USD,2023-01
157157,36288,28-02-2025,99,PayPal,Completed,EUR,2025-02
157158,20234,02-10-2022,99,Credit Card,Failed,INR,2022-10
157159,122,20-02-2025,199,Bank Transfer,Failed,USD,2025-02
157160,46101,04-08-2024,15,Bank Transfer,Pending,EUR,2024-08
157161,32078,30-09-2024,35,Bank Transfer,Completed,USD,2024-09
157162,36817,06-05-2022,15,Credit Card,Completed,USD,2022-05
157163,27366,16-10-2022,199,PayPal,Pending,USD,2022-10
157164,30604,26-09-2023,199,PayPal,Pending,INR,2023-09
157165,46294,11-10-2024,199,Credit Card,Completed,EUR,2024-10
157166,13137,13-01-2022,35,UPI,Failed,INR,2022-01
157167,39921,16-02-2023,15,Bank Transfer,Failed,USD,2023-02
157168,48418,02-01-2025,99,PayPal,Pending,INR,2025-01
157169,30597,07-11-2022,15,Credit Card,Failed,USD,2022-11
157170,3701,05-07-2022,99,Bank Transfer,Pending,INR,2022-07
157171,21349,29-05-2023,199,Credit Card,Pending,EUR,2023-05
157172,27151,07-01-2024,35,PayPal,Failed,INR,2024-01
157173,4584,15-11-2023,199,PayPal,Completed,INR,2023-11
157174,38722,12-01-2023,199,UPI,Completed,INR,2023-01
157175,22137,01-12-2023,15,PayPal,Pending,EUR,2023-12
157176,11100,20-11-2022,35,PayPal,Completed,EUR,2022-11
157177,8653,28-01-2023,15,Credit Card,Failed,INR,2023-01
157178,20413,22-04-2023,15,Credit Card,Completed,EUR,2023-04
157179,23502,22-02-2023,15,Credit Card,Failed,INR,2023-02
157180,11393,05-12-2024,15,Bank Transfer,Completed,USD,2024-12
157181,22906,15-06-2022,15,UPI,Completed,USD,2022-06
157182,46822,28-06-2024,15,Credit Card,Pending,EUR,2024-06
157183,885,01-09-2024,15,UPI,Failed,EUR,2024-09
157184,30598,07-03-2022,15,PayPal,Completed,EUR,2022-03
157185,48912,02-07-2024,35,UPI,Failed,INR,2024-07
157186,22992,02-10-2022,99,Credit Card,Failed,EUR,2022-10
157187,9986,24-09-2022,35,Bank Transfer,Pending,USD,2022-09
157188,15716,18-06-2024,199,Bank Transfer,Failed,EUR,2024-06
157189,31496,21-02-2022,35,UPI,Pending,USD,2022-02
157190,15233,20-09-2022,15,UPI,Failed,USD,2022-09
157191,45319,18-03-2022,99,Credit Card,Pending,USD,2022-03
157192,44369,08-05-2022,35,Credit Card,Pending,INR,2022-05
157193,14291,07-01-2023,15,Bank Transfer,Failed,USD,2023-01
157194,32415,09-09-2023,99,PayPal,Completed,EUR,2023-09
157195,46329,21-04-2022,99,Bank Transfer,Failed,USD,2022-04
157196,26731,18-12-2022,35,Credit Card,Completed,INR,2022-12
157197,10459,13-05-2024,15,PayPal,Failed,USD,2024-05
157198,35979,07-12-2022,199,Credit Card,Completed,EUR,2022-12
157199,47484,22-02-2024,15,UPI,Failed,INR,2024-02
157200,19302,22-11-2023,15,PayPal,Completed,EUR,2023-11
157201,599,22-08-2022,35,Credit Card,Completed,INR,2022-08
157202,8022,18-05-2024,35,UPI,Completed,EUR,2024-05
157203,48275,15-04-2025,15,UPI,Pending,USD,2025-04
157204,44544,12-03-2025,15,Bank Transfer,Completed,EUR,2025-03
157205,38245,19-10-2022,15,Bank Transfer,Pending,EUR,2022-10
157206,15820,12-12-2024,199,Credit Card,Pending,EUR,2024-12
157207,5063,02-08-2022,199,Credit Card,Pending,INR,2022-08
157208,1139,25-05-2024,99,UPI,Failed,INR,2024-05
157209,9716,10-11-2024,199,PayPal,Completed,INR,2024-11
157210,29970,29-09-2024,199,PayPal,Pending,USD,2024-09
157211,23203,31-10-2022,35,UPI,Pending,INR,2022-10
157212,10305,09-01-2025,199,PayPal,Pending,INR,2025-01
157213,20019,28-06-2024,199,UPI,Failed,EUR,2024-06
157214,36761,24-03-2023,199,Bank Transfer,Completed,EUR,2023-03
157215,5665,11-01-2025,15,Bank Transfer,Completed,USD,2025-01
157216,19476,18-09-2022,199,UPI,Completed,USD,2022-09
157217,18804,06-01-2022,199,UPI,Pending,EUR,2022-01
157218,34507,09-11-2022,99,Credit Card,Failed,USD,2022-11
157219,43609,04-12-2024,99,Credit Card,Completed,USD,2024-12
157220,48146,03-06-2023,99,Credit Card,Failed,EUR,2023-06
157221,9796,12-07-2024,15,PayPal,Completed,EUR,2024-07
157222,34283,06-12-2022,199,UPI,Failed,INR,2022-12
157223,47742,18-11-2024,199,Credit Card,Pending,INR,2024-11
157224,744,28-02-2024,199,Credit Card,Completed,USD,2024-02
157225,8194,10-03-2023,99,Credit Card,Failed,EUR,2023-03
157226,2289,07-03-2022,15,UPI,Pending,EUR,2022-03
157227,5771,01-03-2024,35,UPI,Pending,INR,2024-03
157228,41698,21-11-2022,99,Bank Transfer,Pending,EUR,2022-11
157229,3418,07-10-2024,199,UPI,Failed,INR,2024-10
157230,22022,31-03-2025,99,Bank Transfer,Pending,INR,2025-03
157231,2565,01-04-2024,35,Bank Transfer,Failed,EUR,2024-04
157232,45155,03-09-2023,199,UPI,Completed,INR,2023-09
157233,14847,28-05-2022,15,PayPal,Completed,INR,2022-05
157234,28165,12-07-2024,99,Credit Card,Failed,USD,2024-07
157235,13037,05-03-2025,35,UPI,Pending,EUR,2025-03
157236,34686,15-12-2023,35,UPI,Pending,EUR,2023-12
157237,7629,18-08-2023,99,PayPal,Completed,USD,2023-08
157238,41589,01-04-2023,199,Credit Card,Pending,INR,2023-04
157239,26893,11-05-2023,35,Credit Card,Pending,INR,2023-05
157240,47526,07-04-2023,15,UPI,Pending,USD,2023-04
157241,40239,13-12-2022,99,Bank Transfer,Completed,EUR,2022-12
157242,48613,15-07-2023,35,Bank Transfer,Pending,INR,2023-07
157243,30295,05-04-2023,99,Bank Transfer,Failed,USD,2023-04
157244,2390,28-05-2023,99,Credit Card,Failed,INR,2023-05
157245,24234,30-05-2023,35,UPI,Completed,USD,2023-05
157246,28955,16-02-2024,35,PayPal,Completed,EUR,2024-02
157247,32411,05-08-2023,35,Bank Transfer,Completed,INR,2023-08
157248,21546,24-03-2025,15,Bank Transfer,Completed,USD,2025-03
157249,425,18-06-2022,35,UPI,Failed,USD,2022-06
157250,13604,11-10-2022,199,Bank Transfer,Completed,INR,2022-10
157251,47760,18-07-2024,99,Bank Transfer,Pending,INR,2024-07
157252,31344,26-03-2025,99,UPI,Pending,EUR,2025-03
157253,6004,28-08-2023,99,PayPal,Pending,EUR,2023-08
157254,8487,21-12-2022,99,Credit Card,Completed,USD,2022-12
157255,1575,17-04-2022,35,Credit Card,Completed,INR,2022-04
157256,38805,21-02-2025,199,UPI,Failed,EUR,2025-02
157257,21960,21-02-2023,199,Bank Transfer,Failed,EUR,2023-02
157258,10871,26-06-2022,35,Credit Card,Completed,EUR,2022-06
157259,4224,21-05-2022,199,Bank Transfer,Failed,INR,2022-05
157260,13741,28-07-2024,99,Credit Card,Pending,EUR,2024-07
157261,27710,22-03-2022,35,Credit Card,Failed,EUR,2022-03
157262,29024,12-04-2023,35,Credit Card,Failed,INR,2023-04
157263,27300,06-01-2025,99,Bank Transfer,Completed,EUR,2025-01
157264,47010,09-10-2022,15,PayPal,Pending,EUR,2022-10
157265,6880,06-04-2023,99,PayPal,Pending,EUR,2023-04
157266,15025,23-03-2024,99,UPI,Pending,INR,2024-03
157267,21973,31-01-2023,199,Bank Transfer,Pending,USD,2023-01
157268,44555,11-04-2023,199,PayPal,Completed,INR,2023-04
157269,18436,07-09-2024,199,UPI,Pending,USD,2024-09
157270,5245,21-07-2023,35,UPI,Failed,INR,2023-07
157271,14107,09-03-2025,99,Bank Transfer,Completed,INR,2025-03
157272,6912,31-12-2022,15,PayPal,Failed,EUR,2022-12
157273,29941,10-06-2023,199,PayPal,Failed,USD,2023-06
157274,7058,20-01-2024,99,Bank Transfer,Completed,INR,2024-01
157275,7263,21-05-2024,15,Credit Card,Completed,EUR,2024-05
157276,47553,29-10-2022,99,Credit Card,Failed,INR,2022-10
157277,2355,07-11-2022,99,UPI,Completed,USD,2022-11
157278,7676,02-09-2023,15,PayPal,Failed,EUR,2023-09
157279,41596,15-05-2022,199,UPI,Failed,EUR,2022-05
157280,43761,05-08-2024,15,Bank Transfer,Pending,USD,2024-08
157281,37146,23-11-2023,15,PayPal,Pending,INR,2023-11
157282,39306,18-06-2022,35,Bank Transfer,Pending,EUR,2022-06
157283,12200,03-02-2024,15,PayPal,Completed,INR,2024-02
157284,29890,27-02-2023,15,Bank Transfer,Failed,INR,2023-02
157285,35911,03-09-2022,99,PayPal,Pending,INR,2022-09
157286,30724,24-06-2022,199,Credit Card,Pending,INR,2022-06
157287,30087,18-11-2024,199,PayPal,Failed,USD,2024-11
157288,21232,07-12-2023,35,Bank Transfer,Pending,USD,2023-12
157289,39006,12-04-2024,35,UPI,Pending,USD,2024-04
157290,1060,22-08-2023,35,UPI,Completed,EUR,2023-08
157291,25662,25-06-2022,199,Credit Card,Completed,INR,2022-06
157292,10156,22-06-2023,35,PayPal,Failed,INR,2023-06
157293,40005,04-10-2023,199,Bank Transfer,Failed,USD,2023-10
157294,27711,12-10-2022,35,PayPal,Pending,EUR,2022-10
157295,7236,17-11-2024,99,Credit Card,Pending,INR,2024-11
157296,19870,16-06-2023,199,PayPal,Failed,EUR,2023-06
157297,12012,04-05-2022,199,Credit Card,Completed,USD,2022-05
157298,22897,27-05-2024,35,Credit Card,Completed,USD,2024-05
157299,19588,24-04-2023,35,UPI,Pending,EUR,2023-04
157300,26691,19-07-2022,35,UPI,Failed,EUR,2022-07
157301,49325,04-07-2022,15,UPI,Pending,INR,2022-07
157302,3999,01-04-2025,35,Bank Transfer,Completed,EUR,2025-04
157303,33468,29-08-2023,15,Bank Transfer,Failed,EUR,2023-08
157304,4432,11-03-2025,99,PayPal,Failed,INR,2025-03
157305,6298,28-10-2024,35,Bank Transfer,Completed,INR,2024-10
157306,49845,04-03-2025,199,Bank Transfer,Pending,EUR,2025-03
157307,2144,06-12-2022,99,UPI,Completed,INR,2022-12
157308,38002,27-12-2022,99,Bank Transfer,Pending,EUR,2022-12
157309,48465,18-10-2024,199,UPI,Failed,EUR,2024-10
157310,12084,10-08-2024,15,UPI,Pending,EUR,2024-08
157311,29152,11-03-2024,15,Bank Transfer,Pending,EUR,2024-03
157312,29918,07-10-2024,199,UPI,Completed,INR,2024-10
157313,25381,08-09-2024,15,UPI,Pending,INR,2024-09
157314,20329,04-05-2023,199,Credit Card,Completed,INR,2023-05
157315,8141,24-03-2023,15,UPI,Pending,USD,2023-03
157316,10365,05-03-2023,99,Bank Transfer,Completed,USD,2023-03
157317,11645,11-12-2024,35,PayPal,Failed,INR,2024-12
157318,32988,27-09-2023,199,PayPal,Completed,INR,2023-09
157319,34156,01-10-2024,15,UPI,Pending,EUR,2024-10
157320,39679,06-11-2024,99,UPI,Failed,EUR,2024-11
157321,2417,20-06-2022,15,Bank Transfer,Failed,USD,2022-06
157322,34270,23-11-2024,199,Bank Transfer,Failed,EUR,2024-11
157323,37485,22-03-2023,15,Credit Card,Completed,INR,2023-03
157324,21978,13-10-2022,15,Credit Card,Pending,INR,2022-10
157325,22205,20-07-2023,15,PayPal,Failed,USD,2023-07
157326,19407,11-02-2022,35,Credit Card,Pending,INR,2022-02
157327,47511,21-09-2022,99,Credit Card,Failed,INR,2022-09
157328,15497,28-07-2022,35,Bank Transfer,Completed,INR,2022-07
157329,5811,11-12-2024,99,Bank Transfer,Completed,EUR,2024-12
157330,27502,13-09-2023,199,Credit Card,Failed,USD,2023-09
157331,32191,12-04-2022,15,Bank Transfer,Failed,USD,2022-04
157332,37535,19-03-2022,99,Credit Card,Completed,USD,2022-03
157333,5021,07-12-2024,99,Credit Card,Pending,EUR,2024-12
157334,18590,10-10-2023,35,Bank Transfer,Failed,INR,2023-10
157335,22130,21-05-2023,99,Credit Card,Completed,USD,2023-05
157336,10099,21-03-2022,199,Bank Transfer,Pending,USD,2022-03
157337,8640,29-07-2023,199,UPI,Completed,INR,2023-07
157338,18638,10-09-2023,35,Credit Card,Pending,EUR,2023-09
157339,12898,16-07-2023,99,Bank Transfer,Pending,USD,2023-07
157340,44855,29-08-2022,15,PayPal,Pending,USD,2022-08
157341,48278,21-09-2024,99,Bank Transfer,Failed,USD,2024-09
157342,28370,12-05-2024,199,UPI,Failed,EUR,2024-05
157343,15617,24-02-2022,15,Credit Card,Pending,INR,2022-02
157344,27444,29-04-2022,199,Credit Card,Pending,INR,2022-04
157345,36503,18-07-2022,15,UPI,Failed,EUR,2022-07
157346,47108,28-02-2025,15,Bank Transfer,Failed,INR,2025-02
157347,18808,27-12-2022,15,Bank Transfer,Pending,INR,2022-12
157348,20108,11-01-2024,15,Credit Card,Failed,EUR,2024-01
157349,2201,23-11-2024,15,Credit Card,Pending,INR,2024-11
157350,46970,30-12-2022,35,UPI,Pending,EUR,2022-12
157351,15101,15-07-2024,99,UPI,Pending,USD,2024-07
157352,12655,02-01-2022,15,UPI,Failed,USD,2022-01
157353,39321,11-01-2025,99,Bank Transfer,Pending,INR,2025-01
157354,46831,07-06-2024,199,Credit Card,Completed,USD,2024-06
157355,25999,02-01-2024,199,Credit Card,Completed,EUR,2024-01
157356,24966,11-11-2023,15,Bank Transfer,Failed,USD,2023-11
157357,2486,14-01-2024,15,UPI,Completed,EUR,2024-01
157358,47388,17-03-2023,99,Bank Transfer,Pending,INR,2023-03
157359,40170,22-02-2023,35,UPI,Failed,EUR,2023-02
157360,22718,24-02-2024,15,UPI,Pending,USD,2024-02
157361,6694,20-01-2022,199,UPI,Failed,USD,2022-01
157362,12747,20-11-2022,99,PayPal,Completed,USD,2022-11
157363,23066,30-03-2022,99,PayPal,Pending,INR,2022-03
157364,18301,16-04-2022,99,PayPal,Pending,EUR,2022-04
157365,1338,07-03-2025,35,Credit Card,Completed,INR,2025-03
157366,3463,03-06-2023,199,UPI,Failed,EUR,2023-06
157367,26314,23-01-2023,199,Bank Transfer,Pending,INR,2023-01
157368,11446,04-06-2023,99,UPI,Completed,EUR,2023-06
157369,47703,06-04-2025,99,PayPal,Completed,EUR,2025-04
157370,6338,23-03-2023,35,Bank Transfer,Completed,USD,2023-03
157371,23729,14-01-2024,15,UPI,Completed,INR,2024-01
157372,5075,02-04-2025,199,PayPal,Completed,INR,2025-04
157373,150,15-12-2024,35,UPI,Completed,EUR,2024-12
157374,8875,16-05-2024,99,PayPal,Completed,EUR,2024-05
157375,44624,30-05-2023,99,PayPal,Completed,EUR,2023-05
157376,23118,26-02-2022,99,Bank Transfer,Failed,USD,2022-02
157377,40648,03-07-2022,15,Bank Transfer,Completed,USD,2022-07
157378,44115,20-02-2024,99,UPI,Completed,USD,2024-02
157379,2055,03-12-2023,199,UPI,Failed,INR,2023-12
157380,39372,30-05-2022,99,Credit Card,Completed,USD,2022-05
157381,32192,02-12-2024,199,Credit Card,Completed,USD,2024-12
157382,25700,30-12-2022,15,UPI,Completed,INR,2022-12
157383,47883,31-08-2022,35,PayPal,Pending,USD,2022-08
157384,21014,09-06-2022,15,Credit Card,Failed,USD,2022-06
