subscription_id,customer_id,plan_name,billing_cycle,subscription_start,subscription_end,monthly_price,subscription_status,auto_renew,revenue_segment
22939,22939,Pro,Yearly,02-06-2024,26-01-2026,35,Paused,TRUE,Medium Revenue
22940,22940,Pro,Monthly,03-03-2023,07-12-2024,35,Paused,TRUE,Medium Revenue
22941,22941,Pro,Yearly,04-08-2022,29-11-2022,35,Paused,TRUE,Medium Revenue
22942,22942,Pro,Yearly,30-07-2024,10-09-2024,35,Paused,TRUE,Medium Revenue
22943,22943,Starter,Yearly,06-01-2023,27-04-2024,15,Paused,FALSE,Low Revenue
22944,22944,Free,Monthly,14-12-2023,01-09-2025,0,Cancelled,TRUE,Free
22945,22945,Enterprise,Monthly,21-12-2024,06-06-2026,99,Paused,TRUE,High Revenue
22946,22946,Pro,Yearly,20-05-2024,22-10-2025,35,Active,TRUE,Medium Revenue
22947,22947,Starter,Yearly,07-03-2024,26-05-2024,15,Active,FALSE,Low Revenue
22948,22948,Free,Monthly,06-06-2024,11-07-2025,0,Cancelled,TRUE,Free
22949,22949,Pro,Monthly,14-01-2025,30-11-2026,35,Active,FALSE,Medium Revenue
22950,22950,Pro,Monthly,25-06-2022,16-04-2024,35,Active,TRUE,Medium Revenue
22951,22951,Starter,Monthly,25-03-2025,25-02-2026,15,Paused,TRUE,Low Revenue
22952,22952,Pro,Yearly,14-03-2022,06-05-2023,35,Cancelled,TRUE,Medium Revenue
22953,22953,Starter,Monthly,09-01-2022,14-09-2022,15,Active,FALSE,Low Revenue
22954,22954,Starter,Yearly,14-01-2022,11-12-2023,15,Paused,FALSE,Low Revenue
22955,22955,Starter,Monthly,17-08-2024,05-03-2025,15,Paused,TRUE,Low Revenue
22956,22956,Free,Yearly,27-06-2023,19-12-2023,0,Paused,FALSE,Free
22957,22957,Free,Monthly,30-11-2022,02-10-2023,0,Active,TRUE,Free
22958,22958,Free,Monthly,22-03-2024,11-08-2025,0,Paused,TRUE,Free
22959,22959,Enterprise,Monthly,13-10-2023,11-02-2025,99,Paused,FALSE,High Revenue
22960,22960,Free,Monthly,03-01-2024,18-04-2025,0,Paused,TRUE,Free
22961,22961,Pro,Monthly,31-08-2023,04-04-2025,35,Active,FALSE,Medium Revenue
22962,22962,Starter,Monthly,14-06-2022,25-03-2024,15,Paused,FALSE,Low Revenue
22963,22963,Free,Yearly,08-11-2024,14-07-2026,0,Paused,FALSE,Free
22964,22964,Pro,Yearly,26-06-2023,22-02-2025,35,Cancelled,TRUE,Medium Revenue
22965,22965,Free,Yearly,28-02-2025,05-03-2026,0,Paused,TRUE,Free
22966,22966,Free,Monthly,11-11-2022,14-07-2024,0,Cancelled,FALSE,Free
22967,22967,Starter,Yearly,14-03-2023,14-11-2023,15,Active,FALSE,Low Revenue
22968,22968,Pro,Monthly,04-10-2022,22-08-2023,35,Cancelled,TRUE,Medium Revenue
22969,22969,Pro,Monthly,18-10-2023,28-07-2025,35,Paused,TRUE,Medium Revenue
22970,22970,Pro,Monthly,28-10-2023,26-04-2024,35,Paused,FALSE,Medium Revenue
22971,22971,Pro,Monthly,05-03-2023,01-06-2023,35,Cancelled,FALSE,Medium Revenue
22972,22972,Free,Monthly,05-05-2024,29-08-2024,0,Cancelled,TRUE,Free
22973,22973,Pro,Monthly,25-03-2025,12-12-2026,35,Cancelled,TRUE,Medium Revenue
22974,22974,Pro,Monthly,02-06-2024,27-05-2025,35,Paused,FALSE,Medium Revenue
22975,22975,Pro,Monthly,01-03-2024,22-11-2024,35,Paused,TRUE,Medium Revenue
22976,22976,Enterprise,Monthly,18-01-2023,19-07-2024,99,Cancelled,FALSE,High Revenue
22977,22977,Starter,Monthly,02-07-2024,06-06-2026,15,Cancelled,TRUE,Low Revenue
22978,22978,Pro,Yearly,14-04-2024,14-02-2025,35,Paused,FALSE,Medium Revenue
22979,22979,Starter,Yearly,08-03-2022,26-04-2023,15,Paused,TRUE,Low Revenue
22980,22980,Starter,Yearly,23-01-2022,06-12-2022,15,Paused,FALSE,Low Revenue
22981,22981,Starter,Monthly,27-06-2024,12-03-2025,15,Active,FALSE,Low Revenue
22982,22982,Pro,Yearly,22-05-2022,13-12-2023,35,Active,FALSE,Medium Revenue
22983,22983,Pro,Yearly,11-12-2022,04-10-2023,35,Active,FALSE,Medium Revenue
22984,22984,Starter,Monthly,27-12-2024,09-05-2026,15,Active,TRUE,Low Revenue
22985,22985,Starter,Yearly,16-02-2025,23-04-2025,15,Paused,TRUE,Low Revenue
22986,22986,Starter,Monthly,17-03-2025,08-10-2026,15,Active,TRUE,Low Revenue
22987,22987,Starter,Monthly,27-06-2024,28-05-2025,15,Paused,FALSE,Low Revenue
22988,22988,Pro,Monthly,13-09-2023,14-04-2024,35,Cancelled,FALSE,Medium Revenue
22989,22989,Pro,Monthly,15-08-2023,14-10-2023,35,Paused,FALSE,Medium Revenue
22990,22990,Starter,Yearly,04-08-2023,06-09-2023,15,Cancelled,TRUE,Low Revenue
22991,22991,Pro,Monthly,31-01-2025,28-12-2025,35,Active,TRUE,Medium Revenue
22992,22992,Free,Monthly,08-09-2022,09-04-2024,0,Paused,TRUE,Free
22993,22993,Pro,Monthly,24-02-2024,02-02-2025,35,Cancelled,FALSE,Medium Revenue
22994,22994,Starter,Monthly,19-03-2025,09-11-2026,15,Active,FALSE,Low Revenue
22995,22995,Pro,Yearly,03-01-2022,01-12-2023,35,Active,TRUE,Medium Revenue
22996,22996,Pro,Yearly,15-02-2022,31-12-2022,35,Active,FALSE,Medium Revenue
22997,22997,Starter,Yearly,14-01-2023,13-04-2023,15,Cancelled,FALSE,Low Revenue
22998,22998,Free,Monthly,26-05-2024,04-10-2025,0,Cancelled,TRUE,Free
22999,22999,Free,Yearly,18-04-2022,19-05-2023,0,Active,TRUE,Free
23000,23000,Starter,Monthly,03-06-2023,28-07-2023,15,Paused,FALSE,Low Revenue
23001,23001,Starter,Yearly,29-03-2025,23-06-2025,15,Active,TRUE,Low Revenue
23002,23002,Starter,Yearly,24-06-2023,10-09-2023,15,Paused,FALSE,Low Revenue
23003,23003,Pro,Yearly,30-04-2024,13-04-2026,35,Active,FALSE,Medium Revenue
23004,23004,Starter,Yearly,13-03-2025,22-07-2025,15,Paused,FALSE,Low Revenue
23005,23005,Pro,Yearly,18-02-2023,10-08-2024,35,Active,TRUE,Medium Revenue
23006,23006,Pro,Monthly,31-08-2022,02-02-2023,35,Active,TRUE,Medium Revenue
23007,23007,Pro,Monthly,25-02-2025,13-09-2025,35,Cancelled,FALSE,Medium Revenue
23008,23008,Free,Monthly,28-04-2022,29-03-2024,0,Active,FALSE,Free
23009,23009,Pro,Yearly,09-03-2025,28-07-2026,35,Cancelled,FALSE,Medium Revenue
23010,23010,Starter,Yearly,22-04-2023,22-01-2025,15,Cancelled,FALSE,Low Revenue
23011,23011,Free,Monthly,09-01-2023,07-09-2023,0,Active,FALSE,Free
23012,23012,Pro,Yearly,06-08-2023,03-07-2024,35,Active,TRUE,Medium Revenue
23013,23013,Starter,Monthly,18-06-2023,01-08-2024,15,Active,TRUE,Low Revenue
23014,23014,Enterprise,Yearly,04-02-2025,28-07-2026,99,Cancelled,TRUE,High Revenue
23015,23015,Enterprise,Monthly,31-03-2025,02-10-2025,99,Active,FALSE,High Revenue
23016,23016,Free,Yearly,07-02-2023,10-05-2024,0,Cancelled,FALSE,Free
23017,23017,Free,Monthly,01-07-2022,31-01-2023,0,Active,TRUE,Free
23018,23018,Pro,Monthly,04-04-2023,02-07-2023,35,Paused,TRUE,Medium Revenue
23019,23019,Pro,Monthly,07-06-2022,09-01-2024,35,Cancelled,FALSE,Medium Revenue
23020,23020,Pro,Yearly,20-02-2024,23-09-2025,35,Active,TRUE,Medium Revenue
23021,23021,Starter,Yearly,29-10-2022,24-03-2023,15,Cancelled,FALSE,Low Revenue
23022,23022,Starter,Monthly,17-08-2023,18-01-2025,15,Active,FALSE,Low Revenue
23023,23023,Pro,Monthly,03-04-2025,25-06-2025,35,Cancelled,FALSE,Medium Revenue
23024,23024,Pro,Monthly,08-12-2024,24-08-2025,35,Paused,TRUE,Medium Revenue
23025,23025,Free,Monthly,11-04-2023,08-04-2025,0,Cancelled,TRUE,Free
23026,23026,Pro,Monthly,15-08-2024,03-12-2024,35,Cancelled,FALSE,Medium Revenue
23027,23027,Starter,Yearly,12-11-2023,28-09-2024,15,Paused,FALSE,Low Revenue
23028,23028,Free,Monthly,29-12-2024,31-01-2025,0,Paused,TRUE,Free
23029,23029,Enterprise,Yearly,11-06-2022,06-04-2023,99,Paused,FALSE,High Revenue
23030,23030,Pro,Yearly,24-03-2023,25-08-2024,35,Cancelled,TRUE,Medium Revenue
23031,23031,Free,Yearly,26-07-2022,28-05-2023,0,Cancelled,TRUE,Free
23032,23032,Enterprise,Yearly,07-09-2024,01-01-2025,99,Paused,TRUE,High Revenue
23033,23033,Free,Yearly,07-06-2024,15-02-2025,0,Active,FALSE,Free
23034,23034,Starter,Monthly,23-11-2023,07-11-2024,15,Paused,FALSE,Low Revenue
23035,23035,Free,Monthly,17-03-2023,16-09-2023,0,Paused,TRUE,Free
23036,23036,Starter,Yearly,26-07-2023,07-04-2024,15,Active,FALSE,Low Revenue
23037,23037,Starter,Yearly,31-03-2022,12-01-2024,15,Paused,FALSE,Low Revenue
23038,23038,Pro,Monthly,22-10-2022,01-07-2023,35,Active,FALSE,Medium Revenue
23039,23039,Starter,Yearly,01-05-2022,17-01-2024,15,Active,FALSE,Low Revenue
23040,23040,Pro,Monthly,30-07-2023,04-10-2024,35,Cancelled,FALSE,Medium Revenue
23041,23041,Free,Monthly,15-10-2024,27-04-2026,0,Active,FALSE,Free
23042,23042,Free,Yearly,12-10-2023,29-03-2024,0,Paused,FALSE,Free
23043,23043,Free,Monthly,22-09-2024,10-10-2025,0,Active,FALSE,Free
23044,23044,Starter,Yearly,22-04-2024,17-04-2026,15,Paused,FALSE,Low Revenue
23045,23045,Pro,Monthly,09-04-2024,20-11-2025,35,Cancelled,FALSE,Medium Revenue
23046,23046,Pro,Monthly,17-05-2024,31-10-2025,35,Cancelled,FALSE,Medium Revenue
23047,23047,Enterprise,Monthly,23-10-2024,14-03-2026,99,Paused,TRUE,High Revenue
23048,23048,Starter,Monthly,22-10-2022,27-05-2023,15,Active,FALSE,Low Revenue
23049,23049,Pro,Yearly,18-05-2022,11-07-2022,35,Cancelled,TRUE,Medium Revenue
23050,23050,Enterprise,Yearly,05-06-2022,01-05-2024,99,Active,FALSE,High Revenue
23051,23051,Pro,Monthly,13-01-2025,05-07-2026,35,Cancelled,FALSE,Medium Revenue
23052,23052,Starter,Yearly,10-09-2022,14-03-2024,15,Paused,FALSE,Low Revenue
23053,23053,Starter,Monthly,27-11-2023,27-03-2025,15,Cancelled,FALSE,Low Revenue
23054,23054,Pro,Monthly,04-11-2024,03-11-2026,35,Paused,TRUE,Medium Revenue
23055,23055,Enterprise,Yearly,02-01-2025,23-06-2026,99,Cancelled,FALSE,High Revenue
23056,23056,Starter,Monthly,05-09-2022,02-03-2024,15,Cancelled,FALSE,Low Revenue
23057,23057,Free,Monthly,15-05-2022,11-01-2024,0,Active,TRUE,Free
23058,23058,Free,Yearly,31-10-2022,26-03-2023,0,Active,TRUE,Free
23059,23059,Starter,Monthly,31-01-2024,08-05-2025,15,Cancelled,FALSE,Low Revenue
23060,23060,Starter,Yearly,12-08-2022,21-06-2024,15,Cancelled,FALSE,Low Revenue
23061,23061,Starter,Monthly,25-12-2024,02-07-2025,15,Cancelled,FALSE,Low Revenue
23062,23062,Enterprise,Monthly,12-09-2022,26-12-2023,99,Paused,TRUE,High Revenue
23063,23063,Free,Monthly,12-01-2025,08-08-2025,0,Cancelled,FALSE,Free
23064,23064,Free,Monthly,27-08-2022,13-02-2024,0,Active,TRUE,Free
23065,23065,Free,Monthly,22-12-2024,10-05-2026,0,Paused,FALSE,Free
23066,23066,Free,Monthly,16-03-2022,24-10-2022,0,Cancelled,FALSE,Free
23067,23067,Free,Yearly,22-01-2025,21-11-2025,0,Active,FALSE,Free
23068,23068,Pro,Monthly,15-02-2024,02-11-2025,35,Active,FALSE,Medium Revenue
23069,23069,Starter,Monthly,06-08-2023,09-10-2024,15,Cancelled,TRUE,Low Revenue
23070,23070,Pro,Yearly,10-04-2024,02-06-2024,35,Active,FALSE,Medium Revenue
23071,23071,Free,Yearly,18-03-2025,17-11-2025,0,Cancelled,FALSE,Free
23072,23072,Pro,Monthly,29-07-2023,30-07-2024,35,Cancelled,TRUE,Medium Revenue
23073,23073,Starter,Monthly,18-08-2022,11-03-2024,15,Active,TRUE,Low Revenue
23074,23074,Starter,Yearly,29-05-2022,15-11-2022,15,Active,FALSE,Low Revenue
23075,23075,Enterprise,Yearly,29-06-2024,10-04-2025,99,Cancelled,FALSE,High Revenue
23076,23076,Free,Yearly,20-11-2023,28-06-2024,0,Active,FALSE,Free
23077,23077,Starter,Yearly,18-12-2023,21-07-2024,15,Cancelled,TRUE,Low Revenue
23078,23078,Pro,Yearly,19-10-2024,09-07-2026,35,Paused,TRUE,Medium Revenue
23079,23079,Pro,Monthly,09-10-2024,03-10-2026,35,Cancelled,TRUE,Medium Revenue
23080,23080,Enterprise,Monthly,17-11-2023,09-08-2025,99,Active,TRUE,High Revenue
23081,23081,Pro,Monthly,15-10-2022,09-01-2024,35,Active,FALSE,Medium Revenue
23082,23082,Starter,Monthly,14-12-2023,06-02-2024,15,Cancelled,TRUE,Low Revenue
23083,23083,Enterprise,Monthly,21-09-2024,10-12-2025,99,Active,FALSE,High Revenue
23084,23084,Free,Yearly,09-09-2024,05-01-2026,0,Paused,FALSE,Free
23085,23085,Pro,Monthly,20-02-2022,21-05-2023,35,Cancelled,TRUE,Medium Revenue
23086,23086,Enterprise,Yearly,29-12-2022,13-07-2023,99,Active,TRUE,High Revenue
23087,23087,Starter,Yearly,23-08-2024,18-01-2025,15,Active,FALSE,Low Revenue
23088,23088,Pro,Monthly,09-04-2024,16-07-2025,35,Cancelled,FALSE,Medium Revenue
23089,23089,Starter,Monthly,22-07-2022,05-01-2023,15,Active,TRUE,Low Revenue
23090,23090,Free,Monthly,06-09-2022,05-09-2023,0,Active,FALSE,Free
23091,23091,Pro,Yearly,19-11-2024,09-06-2025,35,Active,TRUE,Medium Revenue
23092,23092,Pro,Yearly,27-11-2024,14-08-2026,35,Cancelled,FALSE,Medium Revenue
23093,23093,Starter,Yearly,27-12-2022,15-10-2024,15,Cancelled,FALSE,Low Revenue
23094,23094,Enterprise,Monthly,22-02-2025,14-02-2026,99,Paused,TRUE,High Revenue
23095,23095,Free,Yearly,28-06-2022,04-08-2022,0,Cancelled,TRUE,Free
23096,23096,Starter,Yearly,27-03-2025,15-11-2026,15,Cancelled,FALSE,Low Revenue
23097,23097,Free,Yearly,17-10-2022,27-04-2024,0,Cancelled,TRUE,Free
23098,23098,Starter,Yearly,11-08-2022,25-12-2023,15,Paused,FALSE,Low Revenue
23099,23099,Enterprise,Yearly,03-04-2022,05-07-2022,99,Paused,TRUE,High Revenue
23100,23100,Starter,Yearly,19-12-2022,02-01-2024,15,Active,TRUE,Low Revenue
23101,23101,Starter,Monthly,21-12-2023,12-11-2024,15,Cancelled,TRUE,Low Revenue
23102,23102,Free,Yearly,16-07-2022,17-10-2023,0,Cancelled,TRUE,Free
23103,23103,Free,Yearly,26-11-2022,21-06-2024,0,Active,TRUE,Free
23104,23104,Pro,Monthly,27-02-2023,20-12-2023,35,Active,FALSE,Medium Revenue
23105,23105,Free,Yearly,04-09-2022,21-11-2023,0,Paused,FALSE,Free
23106,23106,Starter,Yearly,23-11-2023,16-04-2025,15,Paused,FALSE,Low Revenue
23107,23107,Free,Monthly,07-09-2022,30-07-2023,0,Cancelled,TRUE,Free
23108,23108,Pro,Yearly,23-09-2024,06-12-2025,35,Cancelled,FALSE,Medium Revenue
23109,23109,Free,Yearly,24-07-2024,15-10-2024,0,Cancelled,TRUE,Free
23110,23110,Free,Yearly,08-03-2023,28-10-2023,0,Cancelled,FALSE,Free
23111,23111,Enterprise,Monthly,17-04-2024,24-01-2025,99,Cancelled,FALSE,High Revenue
23112,23112,Pro,Monthly,18-11-2022,25-05-2023,35,Cancelled,FALSE,Medium Revenue
23113,23113,Free,Yearly,23-09-2023,24-07-2024,0,Cancelled,TRUE,Free
23114,23114,Starter,Monthly,05-08-2024,17-06-2025,15,Cancelled,FALSE,Low Revenue
23115,23115,Starter,Monthly,07-04-2022,04-04-2023,15,Cancelled,FALSE,Low Revenue
23116,23116,Starter,Monthly,15-02-2025,13-02-2026,15,Paused,FALSE,Low Revenue
23117,23117,Enterprise,Yearly,24-10-2023,25-10-2024,99,Active,TRUE,High Revenue
23118,23118,Pro,Yearly,26-11-2024,18-01-2025,35,Paused,TRUE,Medium Revenue
23119,23119,Pro,Monthly,27-10-2022,07-05-2024,35,Paused,FALSE,Medium Revenue
23120,23120,Starter,Monthly,28-03-2022,08-07-2023,15,Active,FALSE,Low Revenue
23121,23121,Pro,Monthly,19-02-2022,05-08-2022,35,Active,FALSE,Medium Revenue
23122,23122,Pro,Monthly,07-02-2025,22-01-2026,35,Paused,TRUE,Medium Revenue
23123,23123,Free,Monthly,05-04-2023,26-12-2023,0,Cancelled,FALSE,Free
23124,23124,Starter,Yearly,12-11-2024,02-05-2025,15,Active,FALSE,Low Revenue
23125,23125,Pro,Yearly,23-09-2023,28-08-2024,35,Cancelled,FALSE,Medium Revenue
23126,23126,Starter,Monthly,11-11-2022,12-01-2023,15,Cancelled,TRUE,Low Revenue
23127,23127,Free,Monthly,21-05-2023,15-05-2024,0,Paused,TRUE,Free
23128,23128,Pro,Monthly,22-12-2022,25-06-2024,35,Cancelled,FALSE,Medium Revenue
23129,23129,Free,Yearly,09-01-2025,21-11-2025,0,Cancelled,TRUE,Free
23130,23130,Pro,Yearly,26-01-2025,22-11-2026,35,Cancelled,FALSE,Medium Revenue
23131,23131,Free,Monthly,14-09-2023,04-01-2025,0,Paused,FALSE,Free
23132,23132,Enterprise,Monthly,08-07-2022,23-03-2023,99,Cancelled,TRUE,High Revenue
23133,23133,Pro,Yearly,21-05-2022,23-03-2024,35,Paused,FALSE,Medium Revenue
23134,23134,Starter,Monthly,20-02-2024,07-12-2024,15,Paused,TRUE,Low Revenue
23135,23135,Starter,Monthly,16-01-2025,10-07-2026,15,Active,TRUE,Low Revenue
23136,23136,Pro,Monthly,14-01-2023,19-10-2023,35,Paused,FALSE,Medium Revenue
23137,23137,Starter,Monthly,29-11-2022,30-01-2023,15,Paused,TRUE,Low Revenue
23138,23138,Starter,Yearly,26-09-2022,02-03-2023,15,Cancelled,TRUE,Low Revenue
23139,23139,Pro,Yearly,03-07-2022,12-01-2024,35,Cancelled,FALSE,Medium Revenue
23140,23140,Pro,Monthly,01-10-2024,31-05-2025,35,Cancelled,FALSE,Medium Revenue
23141,23141,Free,Monthly,18-08-2023,12-08-2025,0,Paused,FALSE,Free
23142,23142,Starter,Monthly,29-08-2024,04-11-2024,15,Active,FALSE,Low Revenue
23143,23143,Free,Monthly,16-02-2022,13-04-2023,0,Paused,FALSE,Free
23144,23144,Starter,Yearly,23-06-2022,12-10-2023,15,Cancelled,TRUE,Low Revenue
23145,23145,Pro,Yearly,09-12-2024,23-08-2026,35,Cancelled,TRUE,Medium Revenue
23146,23146,Starter,Yearly,22-06-2023,02-08-2023,15,Active,TRUE,Low Revenue
23147,23147,Free,Yearly,26-03-2023,14-05-2024,0,Paused,FALSE,Free
23148,23148,Starter,Yearly,30-06-2023,12-01-2025,15,Paused,FALSE,Low Revenue
23149,23149,Pro,Yearly,21-01-2025,27-06-2026,35,Paused,FALSE,Medium Revenue
23150,23150,Pro,Monthly,23-12-2024,30-07-2026,35,Paused,FALSE,Medium Revenue
23151,23151,Pro,Yearly,13-12-2023,23-06-2024,35,Cancelled,FALSE,Medium Revenue
23152,23152,Free,Yearly,15-01-2022,25-07-2023,0,Active,TRUE,Free
23153,23153,Free,Monthly,19-12-2022,05-11-2024,0,Active,TRUE,Free
23154,23154,Starter,Yearly,24-12-2023,15-03-2024,15,Active,TRUE,Low Revenue
23155,23155,Free,Yearly,17-05-2022,16-03-2023,0,Paused,FALSE,Free
23156,23156,Enterprise,Monthly,04-08-2022,05-09-2022,99,Paused,TRUE,High Revenue
23157,23157,Pro,Yearly,11-02-2023,28-03-2023,35,Paused,FALSE,Medium Revenue
23158,23158,Starter,Monthly,01-02-2025,10-07-2025,15,Cancelled,FALSE,Low Revenue
23159,23159,Enterprise,Monthly,20-06-2024,27-10-2025,99,Cancelled,FALSE,High Revenue
23160,23160,Starter,Monthly,20-03-2022,12-05-2023,15,Active,TRUE,Low Revenue
23161,23161,Starter,Monthly,04-01-2022,24-08-2023,15,Paused,TRUE,Low Revenue
23162,23162,Enterprise,Yearly,10-04-2024,06-10-2024,99,Cancelled,TRUE,High Revenue
23163,23163,Free,Monthly,10-03-2024,11-04-2025,0,Active,TRUE,Free
23164,23164,Pro,Monthly,18-11-2023,16-05-2025,35,Paused,TRUE,Medium Revenue
23165,23165,Starter,Monthly,19-09-2023,28-06-2025,15,Active,FALSE,Low Revenue
23166,23166,Starter,Monthly,17-02-2023,28-08-2023,15,Active,TRUE,Low Revenue
23167,23167,Free,Yearly,28-12-2024,20-09-2026,0,Active,TRUE,Free
23168,23168,Free,Monthly,13-03-2024,29-04-2025,0,Active,TRUE,Free
23169,23169,Pro,Yearly,27-01-2024,26-10-2025,35,Cancelled,TRUE,Medium Revenue
23170,23170,Free,Yearly,13-07-2024,22-02-2025,0,Active,TRUE,Free
23171,23171,Starter,Yearly,01-06-2023,30-12-2023,15,Paused,TRUE,Low Revenue
23172,23172,Starter,Yearly,15-10-2024,05-02-2026,15,Cancelled,TRUE,Low Revenue
23173,23173,Enterprise,Yearly,05-09-2022,09-04-2024,99,Paused,FALSE,High Revenue
23174,23174,Free,Yearly,21-12-2023,18-06-2024,0,Paused,TRUE,Free
23175,23175,Pro,Yearly,11-04-2024,07-11-2024,35,Cancelled,TRUE,Medium Revenue
23176,23176,Free,Yearly,22-01-2022,14-03-2022,0,Cancelled,FALSE,Free
23177,23177,Pro,Yearly,27-09-2023,18-06-2025,35,Cancelled,TRUE,Medium Revenue
23178,23178,Starter,Yearly,10-10-2024,17-01-2026,15,Active,FALSE,Low Revenue
23179,23179,Starter,Yearly,21-04-2023,03-01-2025,15,Paused,FALSE,Low Revenue
23180,23180,Pro,Monthly,26-05-2022,12-10-2023,35,Paused,FALSE,Medium Revenue
23181,23181,Starter,Yearly,14-03-2022,30-09-2023,15,Active,TRUE,Low Revenue
23182,23182,Enterprise,Monthly,02-01-2024,31-07-2025,99,Paused,FALSE,High Revenue
23183,23183,Starter,Yearly,03-12-2024,16-01-2025,15,Cancelled,TRUE,Low Revenue
23184,23184,Pro,Yearly,01-07-2022,02-02-2023,35,Active,TRUE,Medium Revenue
23185,23185,Pro,Monthly,15-10-2022,03-03-2024,35,Cancelled,FALSE,Medium Revenue
23186,23186,Pro,Yearly,21-08-2023,15-08-2024,35,Paused,FALSE,Medium Revenue
23187,23187,Pro,Yearly,20-11-2022,28-01-2023,35,Paused,FALSE,Medium Revenue
23188,23188,Pro,Monthly,04-03-2025,07-10-2025,35,Paused,FALSE,Medium Revenue
23189,23189,Starter,Monthly,20-04-2024,28-06-2025,15,Active,TRUE,Low Revenue
23190,23190,Starter,Yearly,22-02-2024,02-03-2025,15,Cancelled,TRUE,Low Revenue
23191,23191,Pro,Yearly,09-04-2024,14-02-2025,35,Cancelled,FALSE,Medium Revenue
23192,23192,Pro,Yearly,14-09-2024,14-11-2024,35,Active,TRUE,Medium Revenue
23193,23193,Enterprise,Monthly,26-11-2024,03-11-2026,99,Paused,TRUE,High Revenue
23194,23194,Free,Monthly,08-06-2024,18-02-2026,0,Paused,FALSE,Free
23195,23195,Enterprise,Monthly,06-12-2024,30-01-2026,99,Active,FALSE,High Revenue
23196,23196,Pro,Yearly,20-08-2022,26-10-2023,35,Cancelled,FALSE,Medium Revenue
23197,23197,Starter,Yearly,30-07-2023,02-02-2025,15,Cancelled,TRUE,Low Revenue
23198,23198,Pro,Monthly,22-06-2024,08-04-2026,35,Paused,FALSE,Medium Revenue
23199,23199,Enterprise,Yearly,11-11-2023,22-12-2024,99,Paused,FALSE,High Revenue
23200,23200,Starter,Monthly,08-01-2022,23-09-2022,15,Cancelled,FALSE,Low Revenue
23201,23201,Starter,Monthly,04-10-2022,15-12-2022,15,Active,FALSE,Low Revenue
23202,23202,Starter,Monthly,18-05-2022,03-10-2023,15,Active,FALSE,Low Revenue
23203,23203,Pro,Monthly,21-06-2022,01-12-2023,35,Paused,TRUE,Medium Revenue
23204,23204,Pro,Monthly,19-08-2023,02-11-2023,35,Cancelled,TRUE,Medium Revenue
23205,23205,Starter,Monthly,02-02-2025,11-03-2025,15,Active,TRUE,Low Revenue
23206,23206,Enterprise,Yearly,19-06-2023,09-11-2023,99,Cancelled,FALSE,High Revenue
23207,23207,Pro,Yearly,10-08-2023,15-01-2025,35,Cancelled,TRUE,Medium Revenue
23208,23208,Pro,Yearly,21-02-2025,12-01-2026,35,Cancelled,FALSE,Medium Revenue
23209,23209,Pro,Monthly,10-05-2022,01-05-2023,35,Active,FALSE,Medium Revenue
23210,23210,Starter,Yearly,26-04-2024,22-02-2026,15,Cancelled,FALSE,Low Revenue
23211,23211,Pro,Monthly,04-01-2022,27-06-2022,35,Active,TRUE,Medium Revenue
23212,23212,Starter,Monthly,16-08-2024,19-10-2024,15,Paused,FALSE,Low Revenue
23213,23213,Starter,Yearly,03-12-2023,11-08-2024,15,Active,TRUE,Low Revenue
23214,23214,Pro,Monthly,29-08-2024,15-09-2025,35,Cancelled,TRUE,Medium Revenue
23215,23215,Starter,Monthly,17-03-2025,09-09-2025,15,Active,TRUE,Low Revenue
23216,23216,Pro,Yearly,09-05-2022,25-02-2023,35,Cancelled,TRUE,Medium Revenue
23217,23217,Enterprise,Yearly,07-05-2022,04-08-2022,99,Active,FALSE,High Revenue
23218,23218,Starter,Monthly,20-07-2022,03-02-2023,15,Active,FALSE,Low Revenue
23219,23219,Enterprise,Yearly,30-03-2024,08-10-2024,99,Active,TRUE,High Revenue
23220,23220,Pro,Monthly,01-05-2022,03-06-2023,35,Cancelled,TRUE,Medium Revenue
23221,23221,Free,Yearly,02-10-2022,04-08-2024,0,Cancelled,TRUE,Free
23222,23222,Pro,Yearly,12-10-2022,23-07-2024,35,Paused,FALSE,Medium Revenue
23223,23223,Starter,Monthly,06-09-2023,23-08-2025,15,Paused,FALSE,Low Revenue
23224,23224,Starter,Yearly,12-06-2023,01-04-2025,15,Active,FALSE,Low Revenue
23225,23225,Enterprise,Yearly,09-03-2023,11-08-2023,99,Cancelled,FALSE,High Revenue
23226,23226,Enterprise,Yearly,25-01-2023,07-07-2024,99,Active,FALSE,High Revenue
23227,23227,Enterprise,Monthly,13-09-2024,19-01-2026,99,Active,TRUE,High Revenue
23228,23228,Pro,Monthly,25-01-2022,17-10-2022,35,Cancelled,FALSE,Medium Revenue
23229,23229,Pro,Yearly,04-06-2024,18-11-2024,35,Active,TRUE,Medium Revenue
23230,23230,Starter,Yearly,01-01-2024,27-08-2024,15,Paused,TRUE,Low Revenue
23231,23231,Pro,Monthly,21-07-2023,01-03-2024,35,Active,FALSE,Medium Revenue
23232,23232,Pro,Monthly,24-05-2022,24-10-2023,35,Paused,FALSE,Medium Revenue
23233,23233,Pro,Monthly,17-08-2024,21-11-2025,35,Active,TRUE,Medium Revenue
23234,23234,Starter,Monthly,18-04-2023,25-08-2024,15,Active,FALSE,Low Revenue
23235,23235,Starter,Yearly,07-11-2023,13-09-2025,15,Cancelled,TRUE,Low Revenue
