churn_id,customer_id,churn_date,churn_reason,competitor_name,last_active_days
6971,27259,2023-05-15,Switched Competitor,Notion,70
6972,23382,2022-12-25,Missing Features,Notion,27
6973,31472,2024-06-09,Switched Competitor,Slack,36
6974,4518,2023-05-02,Technical Issues,Asana,101
6975,9108,2024-09-20,High Pricing,Slack,55
6976,10078,2022-07-05,Technical Issues,ClickUp,33
6977,25564,2023-06-04,Switched Competitor,Monday.com,73
6978,1339,2022-04-13,High Pricing,ClickUp,52
6979,26485,2023-03-21,Switched Competitor,Slack,9
6980,13079,2025-03-16,Technical Issues,Notion,69
6981,9315,2023-01-05,Low Usage,Notion,50
6982,38364,2023-09-26,High Pricing,Notion,28
6983,41942,2022-05-16,Missing Features,Notion,51
6984,13952,2024-12-31,Low Usage,Monday.com,14
6985,27024,2024-04-15,Poor Experience,Monday.com,26
6986,1426,2022-12-11,Low Usage,Asana,116
6987,41349,2022-04-18,High Pricing,Slack,6
6988,43033,2022-02-04,Low Usage,Slack,92
6989,25358,2022-07-08,Missing Features,Notion,99
6990,32686,2024-04-09,Technical Issues,Monday.com,117
6991,39714,2023-03-14,Technical Issues,Monday.com,62
6992,32214,2023-03-19,Low Usage,Asana,85
6993,37320,2024-09-15,Missing Features,Notion,81
6994,37621,2024-12-27,Technical Issues,ClickUp,49
6995,41851,2023-03-16,High Pricing,Asana,99
6996,23339,2023-01-06,Low Usage,Notion,72
6997,6017,2022-08-03,Poor Experience,Notion,48
6998,31908,2023-12-28,High Pricing,Notion,32
6999,8995,2024-09-02,Low Usage,Slack,56
7000,35230,2022-10-28,Low Usage,Asana,49
7001,10582,2024-11-25,Missing Features,ClickUp,103
7002,36707,2022-01-13,Missing Features,Slack,31
7003,30158,2024-01-08,High Pricing,ClickUp,32
7004,46386,2024-09-19,Low Usage,Notion,43
7005,44149,2024-01-27,High Pricing,ClickUp,67
7006,47684,2022-06-03,Missing Features,ClickUp,92
7007,35302,2022-09-06,Poor Experience,Slack,113
7008,1231,2023-11-11,Missing Features,Slack,91
7009,13088,2023-07-25,Technical Issues,Asana,3
7010,16156,2024-12-26,Technical Issues,ClickUp,118
7011,8204,2022-10-31,Missing Features,Asana,114
7012,48020,2025-03-02,Technical Issues,ClickUp,106
7013,18662,2024-08-02,High Pricing,Slack,48
7014,7528,2022-06-28,Poor Experience,Slack,55
7015,26534,2022-01-02,Poor Experience,ClickUp,33
7016,23452,2022-12-22,Missing Features,Asana,34
7017,9469,2022-12-28,Low Usage,Notion,73
7018,2136,2024-06-17,Missing Features,Notion,9
7019,37984,2023-08-04,Low Usage,Notion,106
7020,34205,2023-07-22,Technical Issues,Slack,63
7021,10794,2025-02-20,Missing Features,Notion,63
7022,19961,2024-12-12,Technical Issues,Asana,74
7023,32548,2023-07-03,High Pricing,Monday.com,19
7024,26537,2024-03-11,Low Usage,ClickUp,55
7025,434,2023-06-01,High Pricing,ClickUp,28
7026,23122,2024-08-19,Technical Issues,Notion,52
7027,29821,2024-07-01,Missing Features,ClickUp,85
7028,13498,2023-09-19,Technical Issues,Asana,14
7029,36672,2023-12-30,Switched Competitor,Monday.com,85
7030,37851,2022-12-20,High Pricing,Monday.com,58
7031,32689,2024-01-01,Technical Issues,Asana,73
7032,14895,2023-03-13,Low Usage,Notion,73
7033,48425,2022-08-23,Missing Features,ClickUp,88
7034,31200,2024-10-22,Low Usage,Notion,73
7035,31683,2022-04-10,High Pricing,Slack,89
7036,23001,2022-04-03,Low Usage,Monday.com,116
7037,15977,2023-05-15,Technical Issues,Notion,107
7038,8259,2023-06-17,Missing Features,Monday.com,100
7039,18308,2023-04-23,Technical Issues,Notion,67
7040,25084,2024-09-04,Technical Issues,ClickUp,72
7041,20253,2024-03-18,Missing Features,Notion,95
7042,5225,2023-12-09,Low Usage,ClickUp,70
7043,19579,2022-06-01,Switched Competitor,Notion,29
7044,30336,2022-12-04,Switched Competitor,Monday.com,68
7045,30733,2022-04-14,Technical Issues,Slack,20
7046,5758,2022-01-31,Missing Features,Asana,107
7047,5706,2023-03-29,Missing Features,Monday.com,48
7048,23212,2022-05-02,Technical Issues,Slack,2
7049,2227,2023-03-14,Switched Competitor,ClickUp,104
7050,38059,2023-06-29,Low Usage,Slack,8
7051,18562,2024-12-24,Poor Experience,Asana,91
7052,21367,2023-10-26,Technical Issues,Notion,113
7053,41840,2024-04-08,Switched Competitor,Monday.com,64
7054,4898,2023-01-31,Low Usage,Monday.com,73
7055,30565,2022-03-10,Low Usage,Asana,8
7056,43396,2024-04-30,Poor Experience,Monday.com,80
7057,44695,2025-03-16,Missing Features,Monday.com,42
7058,27719,2024-10-23,Switched Competitor,ClickUp,56
7059,47442,2023-09-23,Poor Experience,ClickUp,112
7060,12226,2023-06-15,Poor Experience,Notion,55
7061,15420,2022-02-25,Switched Competitor,Monday.com,19
7062,29497,2023-01-01,Poor Experience,Monday.com,16
7063,37802,2023-07-04,Missing Features,Monday.com,103
7064,45080,2023-05-29,Missing Features,Slack,80
7065,14880,2024-06-14,Low Usage,ClickUp,20
7066,10379,2024-08-25,Switched Competitor,ClickUp,52
7067,32718,2022-04-18,Low Usage,Slack,96
7068,35491,2024-05-04,Switched Competitor,Asana,29
7069,23468,2022-12-23,Poor Experience,ClickUp,4
7070,7540,2025-01-24,Technical Issues,ClickUp,46
7071,20233,2022-03-29,Missing Features,ClickUp,72
7072,45783,2024-10-06,Poor Experience,Monday.com,112
7073,14862,2024-06-20,Low Usage,Asana,1
7074,9074,2025-01-02,Missing Features,Asana,104
7075,5708,2024-06-18,Low Usage,Notion,61
7076,23620,2023-04-27,Technical Issues,Notion,82
7077,6401,2023-08-19,Technical Issues,Notion,7
7078,26085,2023-01-26,Poor Experience,Notion,73
7079,29236,2022-11-05,Technical Issues,Notion,47
7080,35667,2025-03-29,Low Usage,ClickUp,115
7081,32572,2023-04-02,Poor Experience,Slack,33
7082,16889,2023-10-04,Missing Features,ClickUp,47
7083,49743,2022-12-17,Technical Issues,Slack,93
7084,32039,2023-05-21,Missing Features,Asana,39
7085,41797,2022-09-20,Missing Features,Notion,66
7086,16392,2024-05-20,Missing Features,Slack,49
7087,34321,2022-02-06,Poor Experience,Monday.com,2
7088,18387,2024-07-11,Technical Issues,Notion,93
7089,46996,2024-04-27,Technical Issues,Asana,68
7090,15302,2022-07-26,High Pricing,Notion,58
7091,49661,2022-02-10,Low Usage,Notion,89
7092,42143,2022-07-15,Switched Competitor,Slack,108
7093,46188,2025-03-12,High Pricing,Slack,97
7094,8343,2025-01-07,Missing Features,Slack,28
7095,11121,2022-10-03,Switched Competitor,Notion,81
7096,47273,2023-11-26,Low Usage,Notion,82
7097,47940,2022-10-12,Low Usage,Asana,99
7098,2332,2023-02-05,High Pricing,ClickUp,31
7099,37083,2022-12-17,Poor Experience,Slack,89
7100,19654,2024-12-29,Low Usage,Asana,66
7101,14658,2024-06-28,Poor Experience,Monday.com,57
7102,28638,2025-03-11,Low Usage,Monday.com,24
7103,14938,2023-10-05,Technical Issues,Monday.com,96
7104,37121,2022-08-02,Missing Features,Asana,45
7105,23164,2023-12-05,Missing Features,Notion,37
7106,30118,2024-11-18,Technical Issues,Monday.com,14
7107,9596,2025-01-19,Poor Experience,Monday.com,70
7108,32907,2024-12-24,Low Usage,Slack,119
7109,46589,2023-04-09,Poor Experience,Slack,71
7110,7186,2022-10-07,Technical Issues,Monday.com,4
7111,41200,2023-02-18,Missing Features,Slack,99
7112,37261,2024-04-01,High Pricing,ClickUp,93
7113,45275,2022-10-06,High Pricing,Slack,102
7114,30252,2025-04-06,Low Usage,Notion,87
7115,15090,2023-11-04,Low Usage,ClickUp,15
7116,23766,2022-08-31,Low Usage,Monday.com,111
7117,899,2023-08-28,Technical Issues,Asana,99
7118,45128,2023-09-16,Switched Competitor,ClickUp,115
7119,28996,2022-10-16,Switched Competitor,Monday.com,88
7120,16854,2022-04-29,High Pricing,Asana,53
7121,2781,2023-05-19,High Pricing,Slack,82
7122,1713,2023-09-26,Technical Issues,Slack,50
7123,19301,2024-08-05,High Pricing,Notion,38
7124,1080,2022-11-15,High Pricing,Monday.com,99
7125,43683,2022-08-22,Technical Issues,Monday.com,110
7126,40536,2025-01-11,Technical Issues,ClickUp,22
7127,9417,2024-03-03,Low Usage,Notion,105
7128,21431,2025-04-03,Poor Experience,ClickUp,44
7129,9126,2022-04-25,High Pricing,ClickUp,105
7130,10561,2025-01-13,Missing Features,Notion,37
7131,25952,2024-08-12,Poor Experience,Monday.com,95
7132,32532,2025-02-26,Poor Experience,Monday.com,97
7133,14991,2022-10-21,Low Usage,Monday.com,52
7134,8852,2022-12-15,Poor Experience,Notion,106
7135,34596,2024-10-27,Switched Competitor,Slack,18
7136,44408,2023-01-20,Missing Features,ClickUp,9
7137,7217,2025-01-23,Missing Features,Notion,93
7138,33736,2024-01-29,Poor Experience,Monday.com,79
7139,4059,2024-10-27,Low Usage,ClickUp,89
7140,18624,2022-06-04,Switched Competitor,Monday.com,35
7141,13553,2024-06-08,Technical Issues,Notion,11
7142,46156,2022-12-25,Poor Experience,ClickUp,84
7143,30587,2024-03-19,Poor Experience,ClickUp,89
7144,41430,2024-05-26,Poor Experience,Asana,60
7145,14128,2022-07-04,Technical Issues,Notion,105
7146,20957,2025-01-12,High Pricing,Slack,70
7147,30315,2022-09-21,Technical Issues,Notion,48
7148,13400,2022-10-22,Switched Competitor,Slack,48
7149,4463,2022-04-07,Poor Experience,Slack,67
7150,35606,2023-07-26,Technical Issues,Notion,65
7151,15423,2024-08-21,Switched Competitor,Asana,97
7152,26805,2024-07-25,Missing Features,Slack,83
7153,25260,2024-09-28,Switched Competitor,Monday.com,79
7154,25783,2024-09-24,High Pricing,ClickUp,39
7155,22075,2023-07-28,Switched Competitor,Notion,39
7156,12699,2022-07-14,Technical Issues,Notion,76
7157,4770,2022-09-10,Switched Competitor,Notion,1
7158,29948,2022-08-31,High Pricing,ClickUp,51
7159,3305,2022-09-19,Technical Issues,Notion,51
7160,24172,2024-08-05,Poor Experience,Notion,5
7161,25049,2022-05-26,High Pricing,Monday.com,75
7162,17026,2022-01-30,Low Usage,Asana,67
7163,34330,2023-01-18,High Pricing,Notion,20
7164,26320,2023-12-21,Poor Experience,Slack,38
7165,15363,2022-12-13,Switched Competitor,Monday.com,97
7166,48834,2023-01-23,Low Usage,Notion,25
7167,18391,2023-07-31,Technical Issues,Asana,93
7168,17482,2024-07-20,Missing Features,ClickUp,85
7169,2498,2024-05-25,Low Usage,Asana,87
7170,33099,2022-05-11,Switched Competitor,Slack,83
7171,45636,2024-02-16,Poor Experience,Monday.com,71
7172,4353,2023-10-28,Low Usage,Slack,28
7173,754,2024-05-08,Low Usage,ClickUp,5
7174,41372,2024-09-04,Missing Features,ClickUp,115
7175,3162,2024-11-16,Technical Issues,Asana,104
7176,40622,2022-03-13,Poor Experience,Notion,20
7177,16633,2023-06-10,Low Usage,ClickUp,109
7178,47413,2022-02-22,Missing Features,Notion,79
7179,215,2024-05-12,Low Usage,Notion,75
7180,28381,2023-03-21,High Pricing,Notion,110
7181,20440,2023-01-13,Switched Competitor,Slack,100
7182,815,2025-01-16,Poor Experience,Asana,78
7183,6790,2023-01-08,Low Usage,ClickUp,56
7184,35900,2024-02-16,Technical Issues,Notion,95
7185,46850,2024-12-10,Technical Issues,ClickUp,105
7186,29327,2022-06-01,Missing Features,Asana,111
7187,38058,2022-10-20,Missing Features,Notion,93
7188,15126,2023-05-26,Missing Features,Monday.com,48
7189,32727,2024-04-02,Low Usage,Notion,67
7190,15020,2023-04-15,Switched Competitor,Slack,54
7191,8259,2022-12-08,Switched Competitor,Asana,118
7192,7953,2024-06-02,Switched Competitor,Slack,18
7193,22725,2024-10-29,Low Usage,Monday.com,46
7194,1482,2025-01-06,Technical Issues,Notion,118
7195,29890,2022-02-11,Missing Features,ClickUp,98
7196,30336,2024-06-18,Poor Experience,Notion,81
7197,19033,2024-08-03,Missing Features,ClickUp,98
7198,38763,2023-03-10,Technical Issues,Monday.com,49
7199,20554,2025-01-08,Switched Competitor,Slack,66
7200,45375,2025-02-17,Missing Features,Notion,13
7201,2168,2024-10-04,Poor Experience,Notion,114
7202,40487,2025-02-18,High Pricing,Slack,81
7203,19671,2023-11-24,Switched Competitor,ClickUp,74
7204,48843,2023-05-01,Low Usage,Notion,71
7205,48019,2024-07-05,Poor Experience,Notion,45
7206,44745,2022-12-03,Missing Features,ClickUp,77
7207,48409,2022-11-14,Poor Experience,ClickUp,98
7208,37708,2022-09-11,Technical Issues,Notion,116
7209,28453,2024-08-17,Poor Experience,ClickUp,118
7210,11696,2023-01-28,Poor Experience,Asana,25
7211,17896,2022-11-11,Low Usage,Notion,27
7212,33778,2024-06-18,Missing Features,Monday.com,8
7213,8630,2024-02-10,Low Usage,ClickUp,57
7214,170,2023-05-12,Missing Features,Monday.com,120
7215,10602,2022-10-17,Poor Experience,ClickUp,69
7216,8214,2025-04-06,Switched Competitor,Notion,41
7217,37586,2025-03-14,High Pricing,Asana,106
7218,2624,2022-02-27,Switched Competitor,Notion,74
7219,260,2022-04-26,Technical Issues,ClickUp,5
7220,3155,2023-06-02,Missing Features,Slack,89
7221,43732,2022-05-09,Missing Features,ClickUp,46
7222,30528,2022-02-03,High Pricing,Slack,46
7223,7173,2023-03-17,Low Usage,Asana,90
7224,19164,2023-01-01,Switched Competitor,ClickUp,2
7225,1345,2023-04-04,High Pricing,Asana,55
7226,25887,2023-01-10,Switched Competitor,Slack,91
7227,4701,2023-05-16,Switched Competitor,Notion,41
7228,44014,2023-01-16,Switched Competitor,Monday.com,53
7229,39877,2022-01-03,Missing Features,Monday.com,57
7230,10513,2023-05-21,High Pricing,Monday.com,96
7231,46781,2023-11-12,Poor Experience,ClickUp,118
7232,1286,2022-02-15,Switched Competitor,Notion,90
7233,11090,2023-04-15,Missing Features,Slack,43
7234,19917,2025-01-02,Poor Experience,ClickUp,56
7235,608,2022-04-17,Missing Features,Slack,80
7236,29285,2022-05-16,High Pricing,Notion,69
7237,46407,2024-02-06,High Pricing,Asana,89
7238,20217,2024-09-15,Switched Competitor,Slack,67
7239,34564,2023-01-10,Switched Competitor,Slack,106
7240,25302,2023-01-28,Technical Issues,Slack,16
7241,28166,2022-08-03,Switched Competitor,Slack,99
7242,11321,2025-03-05,Poor Experience,ClickUp,6
7243,13453,2024-07-20,Technical Issues,Notion,82
7244,2979,2024-12-18,Switched Competitor,Asana,93
7245,30362,2023-12-20,Poor Experience,Notion,60
7246,31158,2023-02-04,Switched Competitor,Monday.com,106
7247,13325,2024-12-05,Low Usage,Slack,76
7248,11914,2023-04-29,Low Usage,Notion,71
7249,18311,2023-11-19,Switched Competitor,Notion,88
7250,49777,2024-05-21,High Pricing,Monday.com,89
7251,27083,2022-05-27,High Pricing,Asana,5
7252,11375,2024-02-18,High Pricing,Slack,15
7253,41360,2023-10-04,Missing Features,ClickUp,20
7254,16796,2024-07-11,High Pricing,Notion,87
7255,41583,2023-01-14,High Pricing,Monday.com,13
7256,28174,2023-08-28,High Pricing,Notion,120
7257,33127,2023-04-19,Switched Competitor,ClickUp,7
7258,11993,2023-09-05,Poor Experience,Slack,94
7259,11174,2022-07-20,High Pricing,Monday.com,56
7260,19265,2022-10-02,Low Usage,Asana,5
7261,36874,2023-01-30,Low Usage,Slack,90
7262,39931,2024-12-01,High Pricing,Asana,54
7263,41202,2022-08-14,Technical Issues,Asana,98
7264,2370,2024-04-03,High Pricing,ClickUp,105
7265,8756,2023-08-10,Low Usage,Asana,60
7266,41298,2024-08-11,Missing Features,Notion,67
7267,6310,2024-09-13,Missing Features,Asana,10
7268,8760,2022-05-02,Switched Competitor,Monday.com,65
7269,41555,2025-04-05,Switched Competitor,Slack,36
7270,38314,2022-12-18,High Pricing,Slack,88
7271,48514,2023-04-24,Poor Experience,ClickUp,56
7272,17917,2024-11-02,Poor Experience,ClickUp,72
7273,40928,2022-03-31,Poor Experience,Monday.com,106
7274,15366,2023-09-13,Poor Experience,Notion,40
7275,42754,2024-04-11,High Pricing,ClickUp,35
7276,2216,2023-09-15,Technical Issues,Notion,92
7277,4199,2024-03-26,Poor Experience,Asana,78
7278,20993,2025-02-15,Poor Experience,Asana,50
7279,35640,2023-07-04,Low Usage,Asana,20
7280,41654,2022-07-07,High Pricing,Asana,102
7281,6460,2022-10-24,Missing Features,Slack,31
7282,13373,2024-08-27,Poor Experience,Slack,2
7283,7632,2023-11-12,Switched Competitor,Asana,83
7284,5652,2022-11-14,Low Usage,ClickUp,97
7285,20290,2022-10-04,Missing Features,Monday.com,31
7286,41710,2024-03-31,Technical Issues,Notion,92
7287,42924,2022-03-29,High Pricing,Monday.com,119
7288,47743,2022-02-18,High Pricing,Slack,24
7289,47461,2022-01-20,Low Usage,ClickUp,77
7290,10891,2022-02-03,Missing Features,Monday.com,20
7291,8837,2022-02-24,Poor Experience,Notion,34
7292,5005,2022-03-15,Poor Experience,Asana,102
7293,37669,2025-03-26,Technical Issues,ClickUp,35
7294,49957,2023-02-11,High Pricing,Notion,78
7295,15893,2024-07-26,Switched Competitor,Monday.com,95
7296,6232,2023-10-27,Low Usage,Monday.com,81
7297,39125,2022-05-12,Low Usage,Notion,2
7298,32480,2023-04-04,Missing Features,Slack,43
7299,30524,2025-03-13,High Pricing,Notion,10
7300,17213,2022-04-14,Technical Issues,Slack,40
7301,23364,2023-12-10,Technical Issues,Slack,23
7302,18397,2023-02-09,Low Usage,Asana,64
7303,46883,2022-08-05,Low Usage,Notion,88
7304,46251,2024-11-02,Low Usage,Slack,75
7305,7597,2022-08-12,Switched Competitor,ClickUp,37
7306,36514,2023-01-10,Switched Competitor,Asana,75
7307,6174,2022-10-09,Technical Issues,Monday.com,32
7308,13155,2023-08-31,High Pricing,Monday.com,53
7309,38604,2024-08-22,Missing Features,Notion,117
7310,9429,2022-11-14,Switched Competitor,Slack,56
7311,23302,2024-07-18,Poor Experience,Notion,118
7312,12187,2025-02-05,Switched Competitor,Asana,108
7313,18395,2022-07-26,Missing Features,Slack,47
7314,35419,2025-02-07,High Pricing,Monday.com,34
7315,22068,2022-02-16,Technical Issues,Notion,42
7316,46773,2024-02-25,Switched Competitor,Asana,94
7317,31686,2024-01-30,High Pricing,Monday.com,7
7318,18030,2022-08-16,Missing Features,Monday.com,118
7319,18406,2022-05-23,High Pricing,Asana,50
7320,31570,2025-02-08,Missing Features,Monday.com,57
7321,4407,2022-06-21,Technical Issues,Notion,70
7322,18002,2024-04-17,Technical Issues,ClickUp,89
7323,30594,2023-02-10,High Pricing,Notion,32
7324,8009,2022-04-07,Low Usage,Notion,68
7325,8251,2023-06-10,Poor Experience,Monday.com,55
7326,32118,2023-07-13,Missing Features,Monday.com,27
7327,25037,2023-06-13,Technical Issues,Asana,51
7328,6039,2022-11-02,Low Usage,Slack,13
7329,48656,2024-07-09,Technical Issues,Asana,36
7330,25982,2023-09-09,Technical Issues,Notion,51
7331,48140,2024-12-12,Technical Issues,Slack,66
7332,16517,2024-09-29,Technical Issues,Asana,38
7333,18259,2022-05-01,Technical Issues,Monday.com,82
7334,10413,2023-09-22,High Pricing,Slack,110
7335,2574,2023-03-28,Low Usage,Slack,111
7336,8599,2022-01-20,Missing Features,Slack,24
7337,23192,2023-07-25,Switched Competitor,Monday.com,1
7338,27304,2023-12-31,High Pricing,Slack,7
7339,21438,2023-10-01,High Pricing,ClickUp,50
7340,45566,2022-05-20,High Pricing,Asana,47
7341,38503,2024-04-25,Switched Competitor,Monday.com,49
7342,47604,2024-06-01,High Pricing,Slack,57
7343,3567,2022-05-05,Missing Features,Slack,120
7344,24231,2022-02-19,Switched Competitor,Notion,111
7345,29309,2024-07-08,Switched Competitor,Asana,27
7346,10159,2023-11-09,Missing Features,Asana,39
7347,30396,2024-11-11,Switched Competitor,Asana,106
7348,19007,2023-03-30,Technical Issues,Notion,67
7349,713,2024-03-14,Switched Competitor,ClickUp,65
7350,19526,2024-05-06,Technical Issues,Notion,22
7351,39141,2022-09-02,High Pricing,Asana,87
7352,28665,2023-02-01,Missing Features,Monday.com,39
7353,21361,2024-11-23,Missing Features,Asana,8
7354,37467,2024-04-16,Poor Experience,Slack,64
7355,43773,2023-11-18,Poor Experience,Notion,68
7356,38717,2022-09-18,Technical Issues,ClickUp,44
7357,12244,2024-06-26,High Pricing,Slack,24
7358,23964,2022-04-08,Technical Issues,Monday.com,28
7359,9013,2024-04-04,Switched Competitor,ClickUp,52
7360,21467,2022-09-04,Missing Features,Notion,4
7361,37733,2023-08-04,Low Usage,Notion,52
7362,31197,2022-12-27,Low Usage,Monday.com,81
7363,43092,2023-12-27,Missing Features,Slack,2
7364,21238,2022-01-25,Switched Competitor,ClickUp,13
7365,43434,2024-05-04,Poor Experience,Notion,96
7366,38434,2024-05-09,Switched Competitor,Notion,59
7367,6566,2024-04-10,High Pricing,ClickUp,80
7368,3097,2023-04-28,Technical Issues,ClickUp,50
7369,42405,2022-02-25,Poor Experience,Notion,41
7370,32252,2024-07-29,Poor Experience,Notion,99
7371,47247,2022-09-18,Missing Features,Notion,21
7372,39121,2025-03-12,Missing Features,Monday.com,19
7373,3379,2023-06-11,Poor Experience,Monday.com,3
7374,9817,2024-08-25,Poor Experience,Asana,43
7375,21017,2024-03-03,Switched Competitor,ClickUp,48
7376,7287,2025-02-02,High Pricing,ClickUp,66
7377,47020,2024-05-14,High Pricing,Monday.com,64
7378,27685,2024-10-03,Low Usage,Notion,48
7379,15055,2024-03-11,Missing Features,ClickUp,100
7380,27387,2023-05-22,Technical Issues,ClickUp,19
7381,2081,2024-11-25,Missing Features,ClickUp,91
7382,9123,2024-08-23,Poor Experience,ClickUp,69
7383,13287,2024-07-02,Poor Experience,Slack,80
7384,3634,2023-04-05,Switched Competitor,ClickUp,72
7385,25657,2024-09-04,Missing Features,ClickUp,113
7386,21125,2023-12-18,Poor Experience,Slack,17
7387,10582,2023-05-23,Switched Competitor,Monday.com,53
7388,24227,2022-11-10,High Pricing,Asana,62
7389,24271,2025-02-19,Missing Features,Notion,20
7390,2849,2023-06-19,Low Usage,Notion,46
7391,27386,2022-06-06,Low Usage,Notion,112
7392,49496,2022-04-04,Technical Issues,Notion,9
7393,7746,2022-07-13,Technical Issues,Notion,18
7394,43562,2024-10-14,Switched Competitor,Monday.com,56
7395,26685,2023-06-07,Switched Competitor,Asana,18
7396,17650,2023-09-26,Low Usage,Asana,27
7397,24894,2022-11-22,High Pricing,Monday.com,114
7398,27595,2022-05-10,Missing Features,ClickUp,77
7399,5522,2024-12-31,Missing Features,Slack,27
7400,32447,2022-04-02,Low Usage,Monday.com,55
7401,43176,2023-06-19,Low Usage,Asana,15
7402,5523,2023-01-08,Switched Competitor,ClickUp,54
7403,38148,2023-04-13,Poor Experience,Slack,28
7404,30700,2023-11-09,Technical Issues,Asana,99
7405,14775,2025-02-10,Missing Features,Asana,73
7406,17853,2024-11-17,Switched Competitor,Asana,74
7407,22261,2024-11-19,Low Usage,Asana,4
7408,39128,2023-03-17,Poor Experience,Slack,98
7409,6862,2023-04-04,High Pricing,Notion,54
7410,7862,2022-08-04,Switched Competitor,Monday.com,30
7411,31951,2022-11-15,Poor Experience,ClickUp,19
7412,3214,2022-07-04,Low Usage,Notion,11
7413,43989,2022-12-23,Technical Issues,Monday.com,28
7414,8233,2022-08-16,Poor Experience,Slack,113
7415,67,2024-03-15,Low Usage,Asana,26
7416,21192,2022-01-05,Technical Issues,Asana,105
7417,3884,2022-05-28,Low Usage,Notion,98
7418,37071,2024-05-22,Switched Competitor,Notion,112
7419,7046,2022-06-15,Missing Features,Asana,69
7420,20634,2022-06-26,High Pricing,Slack,119
7421,27795,2022-06-04,Missing Features,Slack,94
7422,11090,2024-03-31,Poor Experience,Asana,109
7423,49632,2023-04-11,High Pricing,ClickUp,18
7424,40288,2024-01-31,Low Usage,Monday.com,49
7425,21955,2025-01-19,Technical Issues,Asana,116
7426,22784,2024-02-24,Poor Experience,Slack,89
7427,2210,2023-05-13,Poor Experience,Monday.com,97
7428,40200,2024-07-17,Switched Competitor,ClickUp,23
7429,40539,2022-11-26,Low Usage,Notion,91
7430,17906,2024-10-10,High Pricing,Monday.com,37
7431,42847,2023-02-02,Poor Experience,Notion,103
7432,30932,2025-03-28,Low Usage,ClickUp,26
7433,23909,2023-12-04,Switched Competitor,Notion,93
7434,17255,2025-03-25,Low Usage,Slack,77
7435,36228,2023-02-15,Missing Features,Notion,2
7436,9503,2024-08-03,High Pricing,ClickUp,114
7437,43380,2024-05-28,Poor Experience,ClickUp,69
7438,6373,2022-09-20,Low Usage,Slack,22
7439,33523,2023-03-09,Poor Experience,Asana,95
7440,11832,2023-03-07,High Pricing,Asana,78
7441,14174,2025-04-12,High Pricing,Notion,91
7442,13329,2024-10-04,Technical Issues,Slack,90
7443,15694,2024-05-14,Poor Experience,Notion,86
7444,40331,2022-11-12,High Pricing,ClickUp,78
7445,40871,2024-02-25,Switched Competitor,ClickUp,116
7446,43340,2023-12-06,Low Usage,ClickUp,7
7447,44868,2023-06-11,Poor Experience,ClickUp,9
7448,23481,2025-03-03,Switched Competitor,Asana,46
7449,11636,2023-01-27,Technical Issues,ClickUp,54
7450,42812,2023-02-20,Poor Experience,ClickUp,91
7451,47871,2022-01-01,High Pricing,Asana,2
7452,36230,2023-08-18,High Pricing,Notion,63
7453,1137,2022-09-07,Missing Features,Monday.com,58
7454,175,2024-10-24,Low Usage,Notion,79
7455,18749,2024-09-11,Switched Competitor,ClickUp,20
7456,11380,2024-03-16,Missing Features,ClickUp,105
7457,41518,2022-09-16,High Pricing,Monday.com,37
7458,43219,2022-02-18,High Pricing,Notion,19
7459,25054,2024-04-25,Switched Competitor,Slack,48
7460,42018,2024-05-29,Missing Features,ClickUp,78
7461,5033,2023-06-05,High Pricing,Monday.com,74
7462,15324,2024-09-21,Switched Competitor,Notion,4
7463,11841,2023-03-09,High Pricing,Slack,46
7464,10353,2022-09-21,Low Usage,ClickUp,95
7465,37328,2022-06-07,High Pricing,ClickUp,49
7466,21282,2025-02-24,High Pricing,Slack,104
7467,39753,2023-04-30,Switched Competitor,Monday.com,34
7468,43815,2024-04-10,Switched Competitor,Asana,99
7469,4195,2023-03-30,Technical Issues,Asana,91
7470,44201,2024-11-14,Poor Experience,ClickUp,82
7471,11245,2022-02-17,Poor Experience,ClickUp,81
7472,26490,2023-11-28,Missing Features,Notion,38
7473,43036,2022-08-01,Missing Features,Asana,120
7474,47711,2024-01-04,Switched Competitor,Asana,73
7475,21025,2023-07-07,Switched Competitor,Monday.com,1
7476,40438,2023-11-25,Low Usage,Monday.com,114
7477,8538,2023-09-30,Poor Experience,ClickUp,104
7478,32663,2023-11-18,Switched Competitor,Notion,43
7479,34422,2022-07-10,Technical Issues,ClickUp,34
7480,12086,2022-02-05,Missing Features,Notion,55
7481,49075,2022-09-25,Technical Issues,Slack,39
7482,31740,2023-11-15,Technical Issues,Notion,21
7483,43622,2022-10-30,Switched Competitor,Notion,83
7484,46527,2023-04-07,High Pricing,Notion,92
7485,32527,2024-03-05,Switched Competitor,Monday.com,112
7486,1386,2024-07-15,Technical Issues,Asana,11
7487,3885,2023-03-04,Missing Features,Notion,45
7488,44423,2023-02-24,Low Usage,Slack,36
7489,34445,2025-03-13,High Pricing,Asana,81
7490,5259,2022-10-26,Low Usage,Asana,98
7491,19845,2023-03-03,Switched Competitor,Notion,103
7492,27183,2022-03-21,High Pricing,Asana,72
7493,31040,2024-02-27,Low Usage,ClickUp,46
7494,33094,2025-03-24,Missing Features,Slack,113
7495,49518,2023-12-05,Poor Experience,Notion,64
7496,48861,2022-10-18,High Pricing,Slack,62
7497,16390,2022-08-25,Switched Competitor,Slack,54
7498,38811,2023-07-05,Missing Features,Slack,62
7499,22646,2023-10-06,Missing Features,Slack,78
