subscription_id,customer_id,plan_name,billing_cycle,subscription_start,subscription_end,monthly_price,subscription_status,auto_renew
31265,31265,Pro,Monthly,2024-12-28,2026-03-12,35,Cancelled,True
31266,31266,Enterprise,Monthly,2024-06-02,2026-02-21,99,Active,True
31267,31267,Starter,Yearly,2024-01-03,2025-06-06,15,Cancelled,False
31268,31268,Free,Yearly,2023-02-01,2024-04-15,0,Cancelled,True
31269,31269,Pro,Yearly,2023-09-07,2025-06-11,35,Paused,False
31270,31270,Starter,Yearly,2022-06-03,2023-01-15,15,Paused,True
31271,31271,Pro,Monthly,2023-03-08,2024-11-05,35,Active,False
31272,31272,Starter,Monthly,2024-02-13,2025-02-15,15,Cancelled,False
31273,31273,Starter,Yearly,2024-09-22,2026-04-20,15,Active,False
31274,31274,Pro,Yearly,2022-02-01,2024-01-20,35,Paused,False
31275,31275,Free,Monthly,2024-11-29,2026-02-17,0,Cancelled,True
31276,31276,Pro,Yearly,2024-10-07,2025-04-20,35,Paused,True
31277,31277,Free,Monthly,2023-11-06,2024-12-15,0,Cancelled,True
31278,31278,Pro,Yearly,2023-06-08,2024-08-17,35,Paused,True
31279,31279,Enterprise,Monthly,2023-08-10,2024-05-25,99,Cancelled,True
31280,31280,Starter,Monthly,2022-12-29,2024-11-29,15,Paused,False
31281,31281,Pro,Yearly,2022-08-02,2023-11-22,35,Active,True
31282,31282,Starter,Yearly,2022-05-03,2024-04-29,15,Paused,True
31283,31283,Starter,Monthly,2022-03-16,2023-05-12,15,Active,True
31284,31284,Pro,Monthly,2023-03-23,2023-12-26,35,Paused,False
31285,31285,Free,Yearly,2025-02-27,2026-08-06,0,Cancelled,False
31286,31286,Starter,Yearly,2022-04-12,2023-06-28,15,Cancelled,True
31287,31287,Enterprise,Yearly,2025-02-22,2026-07-28,99,Active,False
31288,31288,Starter,Yearly,2023-07-24,2025-03-31,15,Paused,False
31289,31289,Pro,Monthly,2022-05-12,2022-12-12,35,Paused,True
31290,31290,Free,Yearly,2023-01-17,2024-04-07,0,Cancelled,True
31291,31291,Free,Monthly,2025-01-23,2026-07-22,0,Active,True
31292,31292,Pro,Monthly,2022-02-19,2023-07-24,35,Active,False
31293,31293,Free,Yearly,2022-02-01,2023-12-27,0,Paused,True
31294,31294,Starter,Monthly,2023-03-16,2025-03-08,15,Paused,True
31295,31295,Starter,Yearly,2022-11-16,2024-07-27,15,Cancelled,True
31296,31296,Starter,Monthly,2022-06-07,2023-10-01,15,Paused,True
31297,31297,Starter,Monthly,2023-05-05,2025-01-29,15,Paused,False
31298,31298,Starter,Yearly,2025-03-10,2025-11-18,15,Paused,True
31299,31299,Pro,Yearly,2022-12-26,2023-12-09,35,Cancelled,True
31300,31300,Enterprise,Monthly,2024-07-02,2025-10-21,99,Paused,True
31301,31301,Enterprise,Monthly,2022-11-22,2024-03-14,99,Paused,True
31302,31302,Pro,Monthly,2023-11-10,2025-01-07,35,Cancelled,True
31303,31303,Free,Monthly,2024-07-01,2024-12-23,0,Active,False
31304,31304,Starter,Monthly,2023-03-21,2024-03-23,15,Cancelled,True
31305,31305,Free,Monthly,2022-05-27,2023-12-20,0,Active,False
31306,31306,Enterprise,Monthly,2024-01-23,2024-08-14,99,Cancelled,False
31307,31307,Pro,Monthly,2025-04-02,2025-12-28,35,Active,True
31308,31308,Pro,Yearly,2022-02-06,2023-12-15,35,Paused,False
31309,31309,Pro,Yearly,2024-07-11,2026-03-28,35,Cancelled,False
31310,31310,Free,Yearly,2023-11-07,2024-11-28,0,Active,False
31311,31311,Free,Monthly,2024-07-27,2024-09-20,0,Active,True
31312,31312,Free,Yearly,2024-01-21,2024-07-17,0,Active,True
31313,31313,Starter,Monthly,2024-12-25,2026-05-04,15,Paused,False
31314,31314,Free,Yearly,2022-09-28,2024-01-13,0,Paused,False
31315,31315,Starter,Monthly,2024-02-17,2025-08-21,15,Paused,False
31316,31316,Enterprise,Monthly,2024-11-06,2025-07-12,99,Cancelled,False
31317,31317,Pro,Yearly,2025-02-22,2026-11-21,35,Active,True
31318,31318,Starter,Monthly,2023-10-13,2023-12-01,15,Paused,True
31319,31319,Pro,Yearly,2025-01-29,2025-06-30,35,Paused,False
31320,31320,Starter,Monthly,2023-02-11,2023-03-27,15,Cancelled,True
31321,31321,Starter,Monthly,2024-07-04,2025-09-12,15,Cancelled,True
31322,31322,Free,Monthly,2023-08-13,2025-05-17,0,Active,True
31323,31323,Pro,Yearly,2022-04-26,2024-03-19,35,Paused,True
31324,31324,Free,Monthly,2023-10-31,2024-12-03,0,Cancelled,False
31325,31325,Enterprise,Monthly,2022-11-04,2024-03-29,99,Paused,False
31326,31326,Starter,Yearly,2023-06-24,2023-12-21,15,Paused,False
31327,31327,Pro,Yearly,2023-03-27,2025-02-06,35,Active,True
31328,31328,Starter,Monthly,2024-11-09,2025-07-17,15,Cancelled,True
31329,31329,Starter,Yearly,2025-02-01,2026-02-14,15,Paused,True
31330,31330,Pro,Yearly,2024-04-12,2025-08-22,35,Active,True
31331,31331,Enterprise,Yearly,2025-03-13,2026-08-06,99,Cancelled,False
31332,31332,Free,Yearly,2022-10-12,2024-10-03,0,Active,True
31333,31333,Pro,Yearly,2023-04-16,2023-07-17,35,Cancelled,False
31334,31334,Pro,Monthly,2024-04-24,2025-03-16,35,Paused,False
31335,31335,Pro,Monthly,2024-05-31,2025-03-13,35,Active,False
31336,31336,Enterprise,Yearly,2022-03-18,2023-09-19,99,Active,False
31337,31337,Pro,Monthly,2023-08-30,2025-07-28,35,Paused,True
31338,31338,Pro,Monthly,2025-01-31,2026-01-03,35,Active,True
31339,31339,Pro,Yearly,2025-03-03,2026-02-04,35,Active,True
31340,31340,Pro,Yearly,2024-07-06,2025-03-08,35,Active,False
31341,31341,Pro,Monthly,2024-05-15,2025-02-12,35,Cancelled,True
31342,31342,Free,Monthly,2024-12-10,2025-10-22,0,Cancelled,False
31343,31343,Free,Yearly,2024-06-06,2025-03-09,0,Active,True
31344,31344,Free,Monthly,2022-07-23,2023-07-28,0,Cancelled,False
31345,31345,Pro,Yearly,2022-09-02,2023-07-15,35,Cancelled,False
31346,31346,Pro,Yearly,2024-01-31,2024-09-05,35,Cancelled,False
31347,31347,Free,Yearly,2024-05-09,2026-02-09,0,Cancelled,False
31348,31348,Starter,Monthly,2023-10-28,2024-08-25,15,Paused,False
31349,31349,Enterprise,Yearly,2023-04-12,2024-12-24,99,Active,False
31350,31350,Free,Monthly,2022-06-18,2023-03-24,0,Paused,False
31351,31351,Starter,Yearly,2022-01-11,2023-03-24,15,Paused,True
31352,31352,Free,Monthly,2023-07-13,2024-04-08,0,Active,False
31353,31353,Pro,Yearly,2024-10-13,2026-01-09,35,Cancelled,False
31354,31354,Free,Monthly,2024-08-01,2025-09-05,0,Paused,False
31355,31355,Pro,Yearly,2023-01-08,2023-10-14,35,Active,False
31356,31356,Starter,Monthly,2024-11-25,2025-10-15,15,Cancelled,True
31357,31357,Starter,Yearly,2024-04-10,2025-09-14,15,Active,True
31358,31358,Pro,Yearly,2022-06-17,2023-10-05,35,Active,True
31359,31359,Pro,Yearly,2022-11-17,2023-12-16,35,Cancelled,False
31360,31360,Starter,Monthly,2023-01-26,2024-06-30,15,Active,True
31361,31361,Starter,Yearly,2024-11-12,2025-11-18,15,Active,True
31362,31362,Pro,Yearly,2024-01-28,2025-05-18,35,Cancelled,False
31363,31363,Starter,Yearly,2022-10-23,2024-01-16,15,Paused,True
31364,31364,Free,Monthly,2023-06-06,2025-02-19,0,Active,False
31365,31365,Free,Monthly,2022-12-09,2024-03-07,0,Cancelled,True
31366,31366,Starter,Yearly,2023-03-14,2024-11-18,15,Cancelled,True
31367,31367,Free,Monthly,2023-10-21,2024-10-17,0,Paused,False
31368,31368,Pro,Yearly,2022-07-12,2022-10-24,35,Active,False
31369,31369,Enterprise,Monthly,2022-01-20,2022-11-06,99,Cancelled,False
31370,31370,Starter,Yearly,2023-04-27,2024-11-13,15,Cancelled,False
31371,31371,Free,Yearly,2022-05-09,2023-10-05,0,Cancelled,True
31372,31372,Free,Yearly,2024-11-16,2025-04-21,0,Cancelled,True
31373,31373,Free,Monthly,2022-12-26,2024-01-09,0,Cancelled,True
31374,31374,Pro,Yearly,2024-06-30,2025-11-01,35,Active,True
31375,31375,Starter,Yearly,2022-03-19,2022-08-04,15,Cancelled,True
31376,31376,Enterprise,Yearly,2023-05-12,2024-04-25,99,Active,False
31377,31377,Starter,Monthly,2023-05-09,2023-07-11,15,Cancelled,True
31378,31378,Pro,Monthly,2022-12-26,2023-07-29,35,Cancelled,False
31379,31379,Free,Monthly,2025-01-12,2026-08-20,0,Paused,True
31380,31380,Starter,Yearly,2023-11-19,2025-10-13,15,Paused,False
31381,31381,Starter,Yearly,2022-10-29,2024-01-11,15,Paused,True
31382,31382,Pro,Monthly,2022-11-10,2023-02-27,35,Paused,False
31383,31383,Starter,Monthly,2024-03-24,2025-05-17,15,Cancelled,True
31384,31384,Starter,Yearly,2024-07-04,2024-09-25,15,Active,False
31385,31385,Pro,Monthly,2023-09-25,2024-11-13,35,Cancelled,True
31386,31386,Free,Yearly,2024-11-06,2025-06-18,0,Cancelled,True
31387,31387,Enterprise,Monthly,2024-11-10,2026-01-09,99,Active,True
31388,31388,Starter,Yearly,2023-04-26,2024-06-27,15,Active,False
31389,31389,Starter,Yearly,2023-09-15,2024-02-02,15,Cancelled,True
31390,31390,Free,Yearly,2024-01-12,2024-10-03,0,Cancelled,False
31391,31391,Free,Yearly,2024-08-23,2024-09-23,0,Paused,True
31392,31392,Starter,Yearly,2024-01-23,2024-06-29,15,Active,True
31393,31393,Enterprise,Monthly,2023-04-06,2024-04-09,99,Active,True
31394,31394,Starter,Monthly,2024-08-01,2025-02-12,15,Cancelled,True
31395,31395,Starter,Monthly,2022-01-14,2023-12-11,15,Active,False
31396,31396,Starter,Monthly,2022-11-20,2023-04-03,15,Active,True
31397,31397,Pro,Yearly,2023-08-16,2025-08-07,35,Paused,False
31398,31398,Starter,Yearly,2023-05-24,2024-11-27,15,Active,True
31399,31399,Enterprise,Yearly,2022-04-03,2023-07-07,99,Paused,True
31400,31400,Pro,Yearly,2023-07-25,2024-04-11,35,Active,True
31401,31401,Starter,Yearly,2024-04-20,2025-09-06,15,Paused,True
31402,31402,Pro,Monthly,2023-02-06,2024-04-26,35,Cancelled,False
31403,31403,Free,Monthly,2022-03-20,2022-09-24,0,Paused,True
31404,31404,Pro,Yearly,2024-09-03,2026-08-12,35,Cancelled,False
31405,31405,Starter,Monthly,2023-03-20,2024-08-04,15,Cancelled,True
31406,31406,Starter,Monthly,2023-07-01,2024-11-20,15,Paused,True
31407,31407,Pro,Monthly,2022-12-24,2024-06-13,35,Cancelled,True
31408,31408,Pro,Yearly,2024-10-31,2026-04-22,35,Cancelled,False
31409,31409,Starter,Yearly,2022-11-17,2023-09-11,15,Cancelled,True
31410,31410,Starter,Yearly,2022-02-09,2022-06-11,15,Active,False
31411,31411,Enterprise,Monthly,2022-01-23,2024-01-01,99,Paused,False
31412,31412,Starter,Yearly,2024-08-08,2025-08-16,15,Active,False
31413,31413,Enterprise,Monthly,2024-07-18,2025-10-19,99,Active,True
31414,31414,Starter,Yearly,2022-07-21,2023-10-23,15,Cancelled,True
31415,31415,Free,Yearly,2023-02-08,2024-03-05,0,Paused,True
31416,31416,Enterprise,Monthly,2023-09-13,2025-08-24,99,Cancelled,True
31417,31417,Free,Monthly,2025-03-23,2026-10-06,0,Cancelled,True
31418,31418,Free,Yearly,2024-05-12,2024-10-23,0,Cancelled,False
31419,31419,Pro,Yearly,2022-05-16,2024-01-14,35,Paused,True
31420,31420,Starter,Yearly,2024-02-07,2024-04-10,15,Paused,False
31421,31421,Starter,Monthly,2022-06-23,2023-01-02,15,Paused,False
31422,31422,Starter,Monthly,2022-06-25,2023-01-10,15,Active,True
31423,31423,Free,Yearly,2025-02-05,2026-08-26,0,Paused,True
31424,31424,Free,Yearly,2024-07-09,2024-10-08,0,Paused,False
31425,31425,Starter,Yearly,2024-12-15,2026-04-18,15,Cancelled,True
31426,31426,Starter,Monthly,2022-05-17,2023-03-04,15,Paused,True
31427,31427,Pro,Yearly,2023-12-04,2024-01-24,35,Cancelled,False
31428,31428,Free,Monthly,2024-12-17,2025-04-29,0,Paused,True
31429,31429,Starter,Yearly,2025-02-04,2025-05-03,15,Paused,True
31430,31430,Starter,Monthly,2025-02-26,2025-04-16,15,Active,False
31431,31431,Pro,Monthly,2023-02-04,2023-07-10,35,Cancelled,False
31432,31432,Pro,Yearly,2022-10-03,2024-01-28,35,Cancelled,False
31433,31433,Free,Yearly,2023-06-23,2024-06-22,0,Paused,False
31434,31434,Pro,Monthly,2022-08-04,2022-10-28,35,Active,False
31435,31435,Starter,Monthly,2022-02-09,2023-09-23,15,Active,True
31436,31436,Pro,Monthly,2024-03-29,2025-09-07,35,Cancelled,False
31437,31437,Pro,Monthly,2023-12-24,2024-07-27,35,Cancelled,False
31438,31438,Enterprise,Yearly,2022-01-05,2022-08-20,99,Paused,False
31439,31439,Pro,Yearly,2022-12-22,2024-08-08,35,Active,False
31440,31440,Free,Monthly,2023-07-02,2023-10-16,0,Cancelled,True
31441,31441,Starter,Monthly,2023-04-14,2024-01-11,15,Paused,True
31442,31442,Starter,Monthly,2022-06-22,2022-08-16,15,Active,False
31443,31443,Free,Yearly,2024-01-30,2025-12-30,0,Cancelled,True
31444,31444,Pro,Monthly,2024-11-04,2025-08-24,35,Paused,True
31445,31445,Pro,Yearly,2023-06-25,2025-04-09,35,Cancelled,False
31446,31446,Starter,Yearly,2024-09-27,2026-04-11,15,Cancelled,False
31447,31447,Starter,Monthly,2022-08-18,2024-03-31,15,Paused,False
31448,31448,Enterprise,Monthly,2025-03-26,2025-12-04,99,Paused,True
31449,31449,Starter,Yearly,2024-08-31,2025-12-27,15,Paused,True
31450,31450,Free,Monthly,2022-01-30,2022-05-09,0,Paused,True
31451,31451,Starter,Monthly,2024-05-17,2024-08-14,15,Active,True
31452,31452,Free,Yearly,2023-10-21,2024-06-04,0,Active,False
31453,31453,Pro,Monthly,2024-04-10,2025-03-17,35,Cancelled,False
31454,31454,Pro,Monthly,2024-11-24,2026-08-04,35,Cancelled,False
31455,31455,Pro,Yearly,2024-01-20,2025-05-18,35,Active,False
31456,31456,Starter,Yearly,2022-09-19,2023-02-04,15,Active,True
31457,31457,Pro,Monthly,2024-11-17,2026-07-29,35,Active,True
31458,31458,Starter,Yearly,2022-06-14,2022-10-13,15,Cancelled,True
31459,31459,Free,Yearly,2023-11-15,2024-04-22,0,Cancelled,True
31460,31460,Pro,Monthly,2023-03-22,2024-11-15,35,Paused,True
31461,31461,Free,Monthly,2024-10-14,2025-03-25,0,Paused,False
31462,31462,Pro,Monthly,2024-12-15,2025-02-24,35,Paused,True
31463,31463,Free,Monthly,2025-04-03,2026-11-03,0,Active,False
31464,31464,Pro,Yearly,2023-02-07,2024-03-19,35,Cancelled,False
31465,31465,Starter,Yearly,2024-08-17,2024-11-01,15,Paused,False
31466,31466,Starter,Yearly,2024-03-18,2025-12-31,15,Cancelled,False
31467,31467,Enterprise,Yearly,2023-12-23,2024-07-18,99,Active,True
31468,31468,Enterprise,Monthly,2022-09-06,2023-12-11,99,Active,False
31469,31469,Free,Monthly,2024-02-13,2024-08-09,0,Paused,True
31470,31470,Starter,Monthly,2022-01-08,2023-12-04,15,Paused,False
31471,31471,Pro,Yearly,2023-01-16,2024-04-07,35,Cancelled,False
31472,31472,Free,Yearly,2025-01-05,2025-12-14,0,Paused,True
31473,31473,Free,Monthly,2024-09-07,2026-02-07,0,Cancelled,False
31474,31474,Pro,Monthly,2022-01-01,2023-08-07,35,Cancelled,True
31475,31475,Pro,Yearly,2025-03-26,2026-01-24,35,Active,False
31476,31476,Free,Yearly,2022-06-05,2023-10-20,0,Cancelled,False
31477,31477,Free,Monthly,2024-12-08,2026-02-12,0,Active,False
31478,31478,Free,Yearly,2022-06-13,2024-01-19,0,Active,False
31479,31479,Pro,Yearly,2023-12-03,2025-06-09,35,Paused,False
31480,31480,Enterprise,Yearly,2022-08-19,2024-07-06,99,Active,True
31481,31481,Starter,Monthly,2022-04-28,2024-04-10,15,Cancelled,False
31482,31482,Starter,Yearly,2024-07-07,2024-09-14,15,Paused,True
31483,31483,Enterprise,Monthly,2023-03-18,2024-03-01,99,Cancelled,False
31484,31484,Pro,Yearly,2024-01-13,2024-06-10,35,Active,True
31485,31485,Pro,Monthly,2022-08-08,2024-04-27,35,Cancelled,False
31486,31486,Starter,Yearly,2025-01-14,2025-05-11,15,Active,False
31487,31487,Pro,Monthly,2024-06-15,2024-11-05,35,Paused,True
31488,31488,Enterprise,Yearly,2024-01-17,2025-05-07,99,Active,False
31489,31489,Starter,Monthly,2023-03-27,2023-09-08,15,Cancelled,False
31490,31490,Free,Yearly,2022-01-31,2022-10-13,0,Active,False
31491,31491,Free,Monthly,2023-02-21,2024-11-11,0,Paused,True
31492,31492,Starter,Monthly,2022-08-30,2023-10-17,15,Cancelled,False
31493,31493,Starter,Monthly,2023-06-27,2024-05-13,15,Active,True
31494,31494,Pro,Monthly,2024-09-19,2026-05-07,35,Active,False
31495,31495,Pro,Yearly,2023-06-06,2023-08-19,35,Paused,True
31496,31496,Starter,Yearly,2024-05-22,2024-09-22,15,Active,False
31497,31497,Starter,Yearly,2024-01-22,2024-08-21,15,Active,True
31498,31498,Starter,Monthly,2025-01-07,2026-10-10,15,Active,False
31499,31499,Free,Yearly,2024-11-27,2025-11-03,0,Cancelled,True
31500,31500,Starter,Yearly,2022-06-25,2023-09-19,15,Cancelled,True
31501,31501,Free,Yearly,2022-08-17,2024-01-28,0,Paused,False
31502,31502,Free,Monthly,2023-01-19,2024-12-14,0,Cancelled,True
31503,31503,Free,Yearly,2023-08-21,2025-04-07,0,Active,False
31504,31504,Starter,Yearly,2024-02-11,2024-11-19,15,Cancelled,False
31505,31505,Free,Yearly,2025-01-15,2026-02-18,0,Paused,False
31506,31506,Pro,Yearly,2023-11-07,2025-08-02,35,Cancelled,True
31507,31507,Starter,Monthly,2023-07-20,2024-07-21,15,Paused,True
31508,31508,Starter,Yearly,2023-09-29,2024-09-05,15,Paused,True
31509,31509,Pro,Monthly,2024-10-20,2025-07-22,35,Cancelled,True
31510,31510,Starter,Monthly,2023-12-23,2025-07-18,15,Paused,True
31511,31511,Starter,Yearly,2024-04-01,2024-05-07,15,Paused,True
31512,31512,Starter,Yearly,2022-02-06,2023-10-16,15,Paused,False
31513,31513,Starter,Yearly,2025-03-03,2025-09-17,15,Cancelled,True
31514,31514,Free,Yearly,2022-08-22,2023-09-01,0,Active,True
31515,31515,Starter,Monthly,2024-02-22,2025-02-18,15,Cancelled,True
31516,31516,Pro,Monthly,2022-06-08,2023-09-08,35,Cancelled,False
31517,31517,Pro,Monthly,2024-12-09,2026-10-20,35,Cancelled,True
31518,31518,Free,Yearly,2023-02-04,2024-04-22,0,Active,True
31519,31519,Starter,Monthly,2022-05-20,2022-11-02,15,Active,False
31520,31520,Pro,Monthly,2023-04-23,2024-07-05,35,Active,False
31521,31521,Pro,Yearly,2023-02-28,2024-12-12,35,Cancelled,False
31522,31522,Enterprise,Monthly,2025-04-12,2026-07-27,99,Cancelled,False
31523,31523,Pro,Yearly,2024-09-12,2026-07-02,35,Active,True
31524,31524,Free,Yearly,2022-01-14,2022-12-13,0,Paused,False
31525,31525,Starter,Yearly,2023-03-27,2023-11-23,15,Paused,False
31526,31526,Starter,Yearly,2024-01-28,2025-12-07,15,Active,False
31527,31527,Free,Yearly,2023-01-21,2024-01-12,0,Cancelled,False
31528,31528,Pro,Yearly,2022-05-08,2022-12-25,35,Cancelled,True
31529,31529,Starter,Yearly,2022-12-20,2024-06-09,15,Paused,False
31530,31530,Free,Monthly,2022-02-08,2023-08-08,0,Paused,True
31531,31531,Free,Yearly,2023-04-21,2025-01-03,0,Cancelled,False
31532,31532,Pro,Yearly,2022-09-22,2023-11-10,35,Paused,False
31533,31533,Pro,Monthly,2024-04-13,2026-03-28,35,Active,False
31534,31534,Enterprise,Yearly,2022-02-04,2022-09-22,99,Paused,True
31535,31535,Starter,Monthly,2024-02-06,2024-08-25,15,Cancelled,False
31536,31536,Starter,Monthly,2022-06-03,2023-04-06,15,Active,True
31537,31537,Pro,Yearly,2024-08-09,2025-12-28,35,Active,False
31538,31538,Starter,Monthly,2023-08-08,2023-10-16,15,Paused,True
31539,31539,Pro,Monthly,2022-10-02,2023-09-23,35,Paused,False
31540,31540,Free,Monthly,2022-06-20,2024-04-07,0,Cancelled,False
31541,31541,Pro,Yearly,2024-05-15,2024-07-04,35,Cancelled,True
31542,31542,Free,Monthly,2024-10-11,2026-08-20,0,Paused,True
31543,31543,Enterprise,Monthly,2023-07-09,2023-12-22,99,Cancelled,False
31544,31544,Pro,Monthly,2022-12-08,2024-02-23,35,Paused,False
31545,31545,Starter,Monthly,2024-05-18,2025-04-02,15,Active,False
31546,31546,Free,Yearly,2024-12-14,2025-02-17,0,Active,False
31547,31547,Pro,Yearly,2023-12-13,2025-08-06,35,Paused,True
31548,31548,Starter,Monthly,2024-04-19,2024-09-20,15,Cancelled,False
31549,31549,Pro,Monthly,2025-01-14,2026-12-12,35,Paused,True
31550,31550,Pro,Yearly,2024-01-23,2024-03-13,35,Paused,False
31551,31551,Pro,Yearly,2023-10-16,2024-07-22,35,Active,True
31552,31552,Free,Yearly,2023-10-10,2024-07-14,0,Active,False
31553,31553,Free,Yearly,2024-11-30,2025-07-09,0,Cancelled,True
31554,31554,Pro,Monthly,2022-04-03,2024-02-21,35,Cancelled,True
31555,31555,Free,Monthly,2023-04-25,2024-11-19,0,Paused,False
31556,31556,Pro,Monthly,2024-07-08,2026-01-31,35,Cancelled,False
31557,31557,Starter,Yearly,2024-03-20,2025-09-24,15,Paused,False
31558,31558,Pro,Yearly,2024-03-27,2024-06-08,35,Active,False
31559,31559,Starter,Yearly,2024-04-21,2025-02-02,15,Active,True
31560,31560,Free,Monthly,2022-04-01,2022-07-12,0,Cancelled,True
31561,31561,Free,Yearly,2023-12-05,2025-11-30,0,Active,True
31562,31562,Starter,Monthly,2023-05-20,2023-09-17,15,Active,True
31563,31563,Pro,Yearly,2022-10-12,2023-10-18,35,Cancelled,False
31564,31564,Pro,Yearly,2023-04-17,2023-10-19,35,Paused,True
31565,31565,Free,Monthly,2022-10-13,2024-06-20,0,Active,False
31566,31566,Starter,Yearly,2023-12-20,2025-04-16,15,Paused,True
31567,31567,Starter,Monthly,2022-03-15,2022-06-12,15,Paused,False
31568,31568,Pro,Monthly,2024-12-10,2025-11-15,35,Active,False
31569,31569,Free,Monthly,2024-06-26,2025-08-20,0,Paused,True
31570,31570,Starter,Yearly,2024-02-15,2024-06-22,15,Paused,True
31571,31571,Pro,Monthly,2024-10-21,2025-11-23,35,Cancelled,True
31572,31572,Free,Yearly,2023-08-20,2024-04-15,0,Cancelled,False
31573,31573,Starter,Monthly,2024-06-18,2025-06-11,15,Paused,True
31574,31574,Pro,Monthly,2024-11-24,2025-05-19,35,Paused,False
31575,31575,Pro,Yearly,2024-03-28,2025-06-12,35,Active,True
31576,31576,Free,Yearly,2025-01-17,2026-03-10,0,Paused,False
31577,31577,Pro,Monthly,2025-03-08,2026-06-25,35,Paused,True
31578,31578,Pro,Monthly,2025-01-01,2026-08-02,35,Paused,True
31579,31579,Pro,Yearly,2022-04-30,2023-03-06,35,Cancelled,True
31580,31580,Free,Yearly,2022-05-13,2024-02-28,0,Paused,True
31581,31581,Starter,Yearly,2025-01-01,2026-10-08,15,Active,True
31582,31582,Pro,Monthly,2023-05-10,2024-08-31,35,Cancelled,False
31583,31583,Enterprise,Monthly,2023-05-01,2025-03-24,99,Paused,False
31584,31584,Enterprise,Yearly,2024-03-03,2025-12-22,99,Cancelled,True
31585,31585,Pro,Yearly,2024-07-02,2026-02-24,35,Cancelled,False
31586,31586,Free,Yearly,2022-09-10,2022-10-17,0,Paused,False
31587,31587,Pro,Monthly,2023-01-10,2023-05-27,35,Cancelled,True
31588,31588,Pro,Yearly,2024-06-26,2025-05-03,35,Cancelled,False
31589,31589,Enterprise,Yearly,2022-01-19,2022-07-17,99,Cancelled,False
31590,31590,Pro,Yearly,2023-02-18,2024-08-29,35,Active,False
31591,31591,Starter,Monthly,2022-01-12,2022-10-13,15,Paused,False
31592,31592,Pro,Yearly,2022-08-04,2023-07-27,35,Cancelled,True
31593,31593,Free,Yearly,2023-10-22,2025-06-05,0,Cancelled,True
31594,31594,Free,Yearly,2022-10-28,2023-05-14,0,Active,False
31595,31595,Starter,Monthly,2023-10-31,2024-04-21,15,Paused,False
31596,31596,Starter,Monthly,2023-02-06,2024-05-24,15,Active,False
31597,31597,Free,Yearly,2025-01-03,2025-10-18,0,Active,False
31598,31598,Pro,Yearly,2024-09-15,2025-05-11,35,Cancelled,True
31599,31599,Starter,Yearly,2024-10-08,2025-03-12,15,Paused,False
31600,31600,Starter,Yearly,2022-04-23,2023-11-29,15,Paused,False
31601,31601,Starter,Monthly,2022-04-20,2022-07-17,15,Cancelled,True
31602,31602,Starter,Yearly,2024-03-15,2024-08-15,15,Active,True
31603,31603,Enterprise,Monthly,2022-01-22,2023-09-23,99,Cancelled,False
31604,31604,Starter,Monthly,2024-03-25,2024-06-14,15,Paused,True
31605,31605,Pro,Monthly,2024-07-28,2025-12-03,35,Paused,False
31606,31606,Pro,Monthly,2022-11-06,2024-09-23,35,Active,True
31607,31607,Enterprise,Yearly,2025-02-26,2026-05-02,99,Paused,True
31608,31608,Free,Monthly,2022-05-05,2023-05-08,0,Cancelled,True
31609,31609,Starter,Monthly,2023-07-11,2025-02-11,15,Paused,True
31610,31610,Starter,Yearly,2024-04-21,2025-02-15,15,Paused,False
31611,31611,Free,Yearly,2023-02-17,2023-04-19,0,Paused,False
31612,31612,Pro,Monthly,2022-01-09,2023-11-03,35,Paused,True
31613,31613,Pro,Monthly,2022-07-28,2023-04-09,35,Active,False
31614,31614,Pro,Monthly,2023-08-01,2024-01-15,35,Paused,False
31615,31615,Free,Monthly,2024-01-27,2025-08-02,0,Cancelled,False
31616,31616,Pro,Yearly,2023-01-02,2024-01-28,35,Active,False
31617,31617,Enterprise,Yearly,2024-05-16,2024-12-08,99,Active,False
31618,31618,Pro,Yearly,2023-09-03,2024-01-16,35,Active,True
31619,31619,Enterprise,Monthly,2022-04-01,2022-06-09,99,Active,True
31620,31620,Starter,Yearly,2022-08-04,2023-09-02,15,Cancelled,True
31621,31621,Free,Monthly,2024-02-13,2024-11-15,0,Cancelled,False
31622,31622,Starter,Monthly,2024-07-05,2024-09-20,15,Cancelled,False
31623,31623,Starter,Yearly,2025-01-14,2026-07-11,15,Paused,True
31624,31624,Starter,Yearly,2022-08-14,2023-03-19,15,Cancelled,True
31625,31625,Pro,Yearly,2022-11-30,2023-10-03,35,Paused,True
31626,31626,Free,Monthly,2022-04-16,2023-09-16,0,Cancelled,True
31627,31627,Pro,Yearly,2025-01-26,2026-11-09,35,Active,False
31628,31628,Starter,Monthly,2023-12-14,2024-03-15,15,Active,False
31629,31629,Starter,Monthly,2023-08-12,2025-02-14,15,Active,False
31630,31630,Free,Yearly,2023-05-27,2024-10-05,0,Paused,False
31631,31631,Starter,Monthly,2025-04-10,2026-09-20,15,Cancelled,True
31632,31632,Enterprise,Monthly,2024-11-03,2025-12-05,99,Active,False
31633,31633,Free,Monthly,2023-06-15,2025-03-23,0,Cancelled,False
31634,31634,Pro,Yearly,2024-06-17,2024-08-25,35,Paused,False
31635,31635,Starter,Monthly,2024-03-22,2025-12-18,15,Cancelled,False
31636,31636,Enterprise,Monthly,2022-06-21,2023-10-01,99,Active,True
31637,31637,Pro,Yearly,2024-10-04,2026-10-04,35,Cancelled,True
