ticket_id,customer_id,issue_category,priority,resolution_time_hours,satisfaction_score,created_date
40979,25055,Performance,Medium,31,2,2023-09-19
40980,38710,Login Issue,Low,43,2,2025-03-15
40981,12650,Login Issue,Medium,50,4,2024-10-26
40982,26541,Billing,Critical,15,3,2024-09-13
40983,36562,Account Access,Critical,26,2,2022-11-07
40984,49705,Performance,Medium,71,5,2024-06-28
40985,42992,Feature Request,Critical,32,1,2023-05-28
40986,21847,Account Access,Critical,58,5,2023-04-27
40987,29259,Feature Request,Critical,64,4,2024-08-19
40988,7042,Performance,High,19,3,2022-10-19
40989,17317,Performance,Medium,15,1,2024-12-04
40990,24370,Performance,Medium,49,2,2023-07-23
40991,13168,Account Access,High,70,3,2024-07-21
40992,47589,Performance,High,31,3,2024-04-21
40993,26374,Billing,Critical,2,5,2022-12-21
40994,45664,Bug Report,High,13,5,2024-09-05
40995,13295,Feature Request,Medium,14,4,2023-11-08
40996,3888,Performance,Low,42,2,2022-08-30
40997,35304,Performance,High,52,4,2023-04-07
40998,45129,Billing,Critical,52,4,2024-07-18
40999,30676,Feature Request,Low,38,3,2022-04-02
41000,1750,Login Issue,Low,60,1,2023-10-28
41001,28686,Billing,Medium,58,1,2024-03-18
41002,36300,Billing,High,8,5,2023-12-21
41003,45795,Performance,Medium,16,4,2022-05-30
41004,28716,Login Issue,High,11,2,2022-10-24
41005,38202,Feature Request,Critical,54,5,2024-04-12
41006,21737,Performance,Critical,17,3,2022-06-28
41007,26995,Login Issue,High,70,5,2025-03-05
41008,1656,Performance,Medium,1,5,2025-02-05
41009,23,Account Access,Critical,21,4,2022-04-01
41010,11903,Billing,Low,70,3,2025-02-05
41011,37408,Feature Request,Medium,20,1,2022-12-12
41012,18769,Account Access,Critical,26,5,2023-07-09
41013,21515,Account Access,Critical,24,2,2023-10-12
41014,39821,Feature Request,Low,46,2,2024-08-23
41015,26244,Feature Request,Medium,62,5,2022-04-30
41016,26921,Feature Request,Low,67,1,2023-03-06
41017,19615,Account Access,Medium,49,4,2023-01-21
41018,23011,Bug Report,Medium,30,3,2022-01-16
41019,35595,Login Issue,High,37,5,2022-04-29
41020,45003,Login Issue,High,30,3,2022-09-25
41021,31848,Account Access,Low,28,1,2023-10-07
41022,13941,Performance,Critical,11,1,2022-12-07
41023,39520,Bug Report,Medium,40,1,2025-02-22
41024,42459,Feature Request,Medium,65,5,2024-04-08
41025,33434,Billing,Low,25,1,2022-01-09
41026,22392,Billing,Low,41,3,2023-04-30
41027,20244,Bug Report,Critical,28,1,2022-11-24
41028,14099,Feature Request,Medium,62,1,2024-02-08
41029,8202,Billing,Medium,13,4,2023-10-14
41030,32639,Billing,Low,18,5,2023-08-25
41031,11364,Account Access,High,72,2,2023-07-29
41032,39120,Login Issue,Low,32,2,2024-01-01
41033,15693,Login Issue,Critical,68,3,2023-05-26
41034,41831,Bug Report,High,5,3,2022-11-27
41035,5266,Bug Report,Low,24,3,2024-05-03
41036,6899,Performance,High,56,2,2024-10-01
41037,28424,Performance,Critical,43,2,2022-11-19
41038,6300,Bug Report,Low,66,4,2024-11-30
41039,43176,Account Access,Low,10,1,2024-11-01
41040,19721,Performance,Medium,45,2,2023-08-03
41041,41293,Billing,Low,24,2,2024-05-10
41042,3222,Billing,Low,28,4,2023-07-09
41043,4019,Billing,Critical,72,1,2023-05-29
41044,42631,Login Issue,Low,14,4,2023-05-02
41045,9140,Account Access,Critical,21,5,2023-06-29
41046,32135,Billing,High,57,1,2022-11-10
41047,11134,Bug Report,Critical,13,4,2022-07-05
41048,34308,Performance,Critical,23,5,2024-02-15
41049,25870,Login Issue,Medium,69,4,2022-06-10
41050,34762,Login Issue,Low,4,4,2024-02-23
41051,8171,Billing,Medium,53,4,2024-06-11
41052,16732,Login Issue,Low,21,1,2022-08-16
41053,41559,Account Access,Critical,29,4,2024-01-29
41054,46278,Account Access,Medium,1,3,2024-12-17
41055,49161,Billing,High,56,5,2024-08-20
41056,20365,Billing,Low,25,2,2024-05-11
41057,40924,Account Access,High,54,1,2023-10-27
41058,38381,Account Access,Low,20,2,2024-06-12
41059,6919,Login Issue,Critical,23,4,2024-10-28
41060,35738,Bug Report,Critical,46,2,2025-03-11
41061,24866,Bug Report,Medium,65,2,2024-02-25
41062,5540,Account Access,Medium,63,1,2023-09-12
41063,34418,Feature Request,Low,63,4,2023-10-14
41064,21712,Account Access,Critical,29,4,2023-05-01
41065,47007,Login Issue,High,9,2,2023-10-18
41066,25671,Feature Request,High,21,5,2024-11-21
41067,1101,Billing,Low,2,2,2022-02-06
41068,46760,Bug Report,Low,35,3,2024-08-15
41069,43479,Bug Report,Medium,23,3,2023-09-30
41070,41099,Performance,Medium,6,3,2022-01-26
41071,2558,Feature Request,High,1,5,2024-03-08
41072,42868,Feature Request,High,42,4,2023-05-11
41073,15225,Bug Report,Critical,46,3,2022-05-15
41074,23634,Login Issue,Medium,46,1,2023-09-20
41075,44012,Performance,High,31,3,2023-01-24
41076,29286,Billing,Low,20,1,2024-03-17
41077,49351,Performance,Low,53,4,2024-11-06
41078,30109,Bug Report,Critical,41,2,2025-03-03
41079,46327,Bug Report,Low,15,1,2024-03-19
41080,18695,Billing,Low,49,5,2024-10-02
41081,26735,Login Issue,Critical,18,4,2024-11-18
41082,22877,Bug Report,Low,66,3,2024-01-29
41083,49122,Account Access,Medium,41,2,2023-08-18
41084,1096,Performance,Low,68,5,2023-08-02
41085,31942,Bug Report,High,20,3,2024-11-18
41086,26551,Performance,Low,10,3,2023-10-01
41087,48348,Performance,High,20,4,2024-02-13
41088,41524,Bug Report,Critical,65,1,2024-08-14
41089,8176,Feature Request,High,1,4,2024-12-15
41090,46588,Bug Report,High,9,5,2024-02-26
41091,29787,Bug Report,Low,60,3,2024-07-05
41092,11994,Performance,Low,28,3,2024-02-22
41093,17652,Bug Report,High,35,5,2023-03-30
41094,46188,Billing,Low,45,3,2025-01-08
41095,17118,Bug Report,Low,45,3,2023-09-25
41096,31219,Bug Report,Low,20,1,2022-01-21
41097,3891,Login Issue,Medium,58,4,2023-01-06
41098,42518,Login Issue,High,59,1,2023-11-23
41099,13075,Bug Report,Low,58,4,2022-07-06
41100,21214,Login Issue,Medium,10,2,2024-10-14
41101,45370,Account Access,Critical,56,1,2022-09-24
41102,16230,Feature Request,Critical,40,1,2023-03-17
41103,47499,Login Issue,Low,30,1,2023-04-24
41104,47112,Account Access,High,19,3,2023-04-12
41105,47124,Account Access,Medium,28,5,2023-01-06
41106,6946,Billing,Low,54,1,2022-09-11
41107,26534,Bug Report,High,40,1,2022-12-29
41108,8497,Performance,High,63,1,2022-12-25
41109,17259,Bug Report,High,45,1,2023-06-12
41110,10485,Login Issue,Medium,16,1,2023-11-26
41111,34428,Account Access,Low,13,2,2023-04-25
41112,20237,Feature Request,Medium,10,4,2022-08-30
41113,40975,Billing,Low,21,4,2022-05-17
41114,46470,Account Access,Low,3,1,2024-07-15
41115,28783,Feature Request,Low,50,2,2023-10-15
41116,47811,Account Access,High,7,4,2024-03-11
41117,11754,Performance,Critical,54,4,2024-02-17
41118,24863,Login Issue,Low,4,5,2025-01-28
41119,16216,Login Issue,Critical,39,3,2024-05-24
41120,48334,Account Access,Low,51,3,2024-04-07
41121,2815,Performance,Critical,60,3,2024-12-17
41122,44374,Performance,Medium,1,5,2025-01-19
41123,45217,Bug Report,High,32,5,2022-08-07
41124,38227,Login Issue,Critical,64,1,2025-04-15
41125,27882,Billing,High,5,5,2023-02-15
41126,49893,Login Issue,High,33,4,2022-08-15
41127,38951,Bug Report,High,40,2,2023-11-01
41128,39051,Billing,High,6,1,2023-10-30
41129,20327,Account Access,Medium,34,1,2022-03-24
41130,14090,Billing,Medium,50,4,2024-02-29
41131,23687,Feature Request,Low,61,1,2023-02-11
41132,39320,Login Issue,High,28,2,2024-10-17
41133,6745,Billing,High,16,4,2024-05-08
41134,22328,Feature Request,High,40,4,2022-10-25
41135,10641,Login Issue,Low,48,2,2024-04-30
41136,7780,Performance,Low,37,5,2023-09-15
41137,31660,Performance,High,12,1,2022-02-25
41138,28768,Login Issue,Medium,45,2,2023-11-04
41139,25039,Billing,High,61,4,2022-10-04
41140,13786,Billing,Critical,38,5,2024-07-03
41141,24109,Account Access,Critical,69,3,2022-08-04
41142,24742,Login Issue,High,24,5,2024-08-10
41143,23864,Feature Request,Low,10,5,2022-01-28
41144,45249,Bug Report,High,22,1,2025-03-20
41145,12326,Bug Report,Medium,32,4,2023-08-12
41146,26612,Account Access,Critical,26,5,2022-11-24
41147,18886,Billing,High,24,2,2022-10-08
41148,40317,Login Issue,Low,69,1,2023-02-26
41149,3131,Billing,High,2,4,2023-11-16
41150,20626,Login Issue,Medium,37,4,2024-12-22
41151,7240,Account Access,High,52,5,2022-10-28
41152,21863,Bug Report,Critical,37,3,2022-02-12
41153,7246,Login Issue,Medium,42,4,2023-03-18
41154,48337,Billing,High,40,5,2025-01-12
41155,31436,Feature Request,Critical,44,2,2024-02-15
41156,8722,Account Access,Critical,10,5,2023-05-23
41157,47479,Account Access,Critical,70,4,2024-07-24
41158,13417,Billing,Low,3,2,2024-03-10
41159,12014,Feature Request,High,19,3,2024-04-10
41160,20349,Login Issue,Critical,61,5,2022-02-24
41161,16152,Performance,High,57,3,2022-08-12
41162,7370,Billing,High,10,1,2023-10-05
41163,34850,Performance,Critical,26,3,2022-03-31
41164,8702,Login Issue,Critical,53,3,2023-08-12
41165,15587,Bug Report,High,2,3,2022-06-10
41166,3139,Bug Report,High,48,5,2022-09-09
41167,5528,Feature Request,Critical,31,4,2024-04-30
41168,24381,Feature Request,Critical,36,4,2022-02-15
41169,39190,Bug Report,Low,42,2,2023-03-09
41170,36798,Login Issue,High,26,1,2022-03-16
41171,3292,Performance,High,66,3,2023-11-04
41172,37005,Login Issue,Low,44,3,2023-10-03
41173,29770,Login Issue,Medium,25,4,2023-12-14
41174,34908,Billing,Medium,70,2,2022-04-12
41175,19593,Bug Report,Low,37,4,2023-10-26
41176,29136,Login Issue,High,25,3,2022-06-03
41177,36047,Billing,Critical,68,2,2023-12-04
41178,24648,Login Issue,Low,47,3,2024-08-26
41179,20901,Performance,Medium,33,1,2022-10-16
41180,34140,Login Issue,Medium,54,2,2023-11-17
41181,21553,Account Access,Medium,63,4,2024-07-30
41182,508,Feature Request,Medium,23,2,2023-03-29
41183,12387,Feature Request,Low,67,5,2025-03-24
41184,32843,Login Issue,High,71,3,2023-04-12
41185,39435,Account Access,Low,19,2,2022-09-12
41186,14684,Feature Request,Low,51,2,2024-09-09
41187,2900,Login Issue,Medium,46,1,2023-02-19
41188,47063,Login Issue,Low,30,5,2022-10-14
41189,46804,Login Issue,Low,31,1,2023-08-09
41190,4183,Performance,Medium,60,3,2024-02-12
41191,25414,Account Access,Low,60,5,2025-01-30
41192,26350,Billing,Critical,5,1,2024-12-18
41193,18849,Login Issue,Critical,53,3,2024-12-30
41194,25677,Bug Report,Low,34,5,2022-01-15
41195,20454,Bug Report,High,63,2,2024-12-22
41196,18287,Billing,Critical,72,2,2024-06-25
41197,34139,Bug Report,Critical,42,2,2022-10-26
41198,14351,Feature Request,High,64,4,2022-04-24
41199,37501,Account Access,Low,23,4,2024-08-23
41200,7513,Feature Request,Critical,44,1,2024-12-06
41201,1450,Login Issue,Critical,45,3,2022-12-22
41202,47439,Login Issue,Medium,1,2,2024-05-26
41203,18028,Billing,Medium,43,3,2024-12-23
41204,31296,Bug Report,High,20,5,2022-04-02
41205,35495,Bug Report,Medium,24,1,2023-03-17
41206,8411,Login Issue,Low,13,4,2023-05-10
41207,44059,Account Access,Critical,69,5,2022-04-08
41208,33067,Bug Report,Medium,26,5,2023-01-02
41209,1910,Feature Request,Low,11,1,2022-03-15
41210,2839,Login Issue,Low,17,1,2024-03-06
41211,21119,Login Issue,Low,27,5,2022-12-31
41212,7093,Feature Request,High,66,4,2022-10-08
41213,47634,Performance,Low,27,5,2023-10-02
41214,44805,Feature Request,High,71,4,2024-11-10
41215,20307,Billing,Critical,49,1,2023-09-01
41216,13309,Login Issue,Medium,31,4,2023-03-22
41217,26160,Billing,High,69,2,2023-07-02
41218,1398,Feature Request,Low,42,2,2023-03-01
41219,36232,Account Access,Low,26,1,2022-11-05
41220,1665,Feature Request,Medium,54,3,2022-05-29
41221,14147,Feature Request,High,49,2,2025-01-10
41222,35178,Performance,High,63,5,2024-12-03
41223,25854,Account Access,Low,16,2,2022-06-25
41224,23956,Bug Report,Medium,22,5,2024-04-18
41225,30101,Login Issue,Low,42,5,2023-12-26
41226,24608,Feature Request,Low,16,5,2024-08-31
41227,5976,Billing,Critical,46,2,2023-06-06
41228,15495,Feature Request,Critical,17,3,2024-07-02
41229,36081,Bug Report,Medium,3,3,2023-05-13
41230,6271,Bug Report,Low,39,1,2023-12-07
41231,11910,Feature Request,High,56,2,2024-12-29
41232,13848,Performance,Low,67,1,2023-12-30
41233,1378,Billing,High,16,1,2025-02-10
41234,28768,Performance,Low,35,3,2022-06-06
41235,38562,Bug Report,High,35,3,2022-10-22
41236,37094,Billing,Medium,53,3,2024-03-21
41237,15403,Login Issue,Medium,46,1,2022-11-23
41238,23698,Feature Request,Medium,60,1,2024-12-01
41239,30249,Bug Report,Low,3,3,2022-09-09
41240,37468,Bug Report,Low,45,3,2023-08-04
41241,38219,Performance,Low,58,3,2022-06-29
41242,21469,Performance,High,35,4,2024-09-09
41243,39098,Feature Request,Medium,29,3,2022-01-24
41244,31364,Feature Request,Medium,51,5,2023-04-05
41245,7034,Feature Request,Medium,7,4,2022-11-26
41246,29307,Feature Request,High,48,1,2024-02-06
41247,22662,Performance,Medium,58,4,2025-01-20
41248,48065,Billing,Low,49,1,2025-03-05
41249,519,Account Access,Low,56,2,2024-10-19
41250,13363,Performance,Critical,8,1,2024-07-23
41251,9037,Performance,Critical,55,1,2023-04-26
41252,20403,Login Issue,Critical,71,5,2023-05-18
41253,4378,Billing,Medium,5,4,2022-10-18
41254,39886,Billing,Critical,30,2,2022-05-16
41255,39601,Bug Report,Medium,64,1,2022-08-10
41256,49713,Billing,Critical,47,2,2022-05-24
41257,9403,Bug Report,Critical,11,5,2023-01-07
41258,7919,Login Issue,Medium,31,4,2022-08-24
41259,44930,Bug Report,Critical,36,2,2023-12-02
41260,22598,Performance,High,2,2,2024-12-05
41261,30599,Login Issue,Critical,17,5,2022-12-19
41262,17557,Login Issue,Low,3,2,2023-10-20
41263,4891,Performance,Low,59,1,2024-11-14
41264,28396,Login Issue,High,30,5,2023-08-04
41265,17524,Login Issue,Low,57,5,2022-12-21
41266,471,Bug Report,Medium,23,4,2022-11-08
41267,26540,Feature Request,Low,65,3,2022-09-26
41268,800,Account Access,Critical,32,2,2024-12-06
41269,43204,Account Access,Low,54,5,2024-08-22
41270,210,Account Access,High,49,2,2023-01-15
41271,25735,Feature Request,Critical,39,3,2024-12-27
41272,4313,Account Access,Low,37,4,2022-06-15
41273,10506,Billing,Medium,21,3,2022-09-10
41274,40878,Feature Request,Low,40,4,2023-02-10
41275,6341,Billing,Critical,13,3,2024-03-21
41276,24432,Login Issue,High,17,5,2024-07-13
41277,13674,Account Access,Medium,61,2,2023-09-01
41278,28630,Account Access,High,25,5,2024-02-27
41279,32932,Bug Report,High,57,3,2022-12-19
41280,37295,Billing,Medium,1,1,2023-12-23
41281,43868,Login Issue,Low,20,4,2025-04-04
41282,40605,Login Issue,Low,38,1,2023-08-04
41283,31824,Login Issue,Medium,4,4,2024-01-29
41284,39205,Bug Report,Low,52,5,2024-12-12
41285,25003,Performance,Medium,34,3,2025-02-01
41286,47668,Billing,Low,8,3,2023-11-16
41287,5645,Login Issue,High,65,3,2023-12-06
41288,36119,Account Access,Low,37,3,2022-10-16
41289,39199,Login Issue,High,45,5,2022-11-27
41290,7879,Performance,Low,8,3,2022-11-14
41291,7862,Bug Report,Medium,46,3,2023-07-30
41292,14780,Login Issue,Low,3,2,2022-09-26
41293,40020,Feature Request,Low,53,2,2024-07-13
41294,5800,Performance,Critical,32,5,2022-04-09
41295,41027,Account Access,Low,47,5,2023-04-23
41296,24752,Billing,Low,22,4,2024-06-26
41297,27658,Performance,High,45,4,2024-12-25
41298,11758,Billing,Medium,23,3,2022-10-28
41299,12977,Performance,Critical,22,5,2024-11-01
41300,14771,Billing,Low,24,5,2024-06-26
41301,48517,Feature Request,Low,63,1,2022-06-04
41302,44551,Billing,Critical,7,1,2025-02-09
41303,3100,Bug Report,Low,10,4,2023-09-28
41304,13734,Feature Request,Low,9,1,2023-07-07
41305,4026,Bug Report,Medium,40,5,2023-01-04
41306,1131,Account Access,Critical,3,5,2024-10-25
41307,32528,Billing,High,32,1,2024-01-08
41308,44905,Billing,High,7,3,2024-04-10
41309,44826,Login Issue,High,27,1,2023-12-29
41310,48913,Feature Request,Critical,66,2,2024-07-18
41311,19659,Performance,Medium,22,4,2024-12-25
41312,32614,Bug Report,Low,64,5,2024-08-25
41313,29525,Account Access,Medium,36,2,2024-11-21
41314,5053,Account Access,Medium,1,5,2024-04-08
41315,44710,Billing,Critical,53,3,2024-05-12
41316,26838,Billing,Critical,27,1,2024-08-21
41317,37029,Bug Report,High,40,2,2025-01-31
41318,7004,Account Access,Medium,32,4,2024-05-30
41319,1161,Login Issue,High,26,5,2022-01-11
41320,3067,Account Access,Medium,24,1,2024-06-10
41321,24423,Account Access,High,46,1,2023-12-03
41322,3627,Performance,Low,65,3,2024-02-22
41323,4995,Account Access,Low,47,2,2023-04-27
41324,7549,Bug Report,Medium,45,4,2022-11-07
41325,46021,Billing,Low,20,5,2024-03-12
41326,49173,Account Access,High,20,2,2024-02-21
41327,26049,Performance,Medium,61,1,2023-05-03
41328,43456,Bug Report,High,11,2,2022-06-04
41329,7206,Login Issue,Critical,61,5,2023-08-03
41330,34207,Login Issue,Medium,20,1,2023-01-18
41331,48218,Account Access,Critical,24,2,2022-07-28
41332,4680,Account Access,Medium,37,5,2023-11-08
41333,45040,Feature Request,Critical,42,4,2025-01-23
41334,25470,Performance,Medium,67,5,2025-02-21
41335,15570,Feature Request,Low,59,4,2023-03-26
41336,19240,Bug Report,Critical,60,1,2022-04-09
41337,368,Bug Report,Medium,35,1,2024-04-20
41338,40871,Performance,High,66,1,2022-04-09
41339,7103,Account Access,Low,72,4,2024-12-18
41340,24497,Account Access,Critical,27,3,2022-11-18
41341,30345,Bug Report,Critical,68,5,2024-03-28
41342,2615,Feature Request,High,47,1,2024-08-07
41343,47275,Login Issue,High,30,1,2024-11-07
41344,37787,Login Issue,High,26,1,2023-01-06
41345,32823,Feature Request,Low,50,5,2023-10-18
41346,13726,Billing,Low,65,4,2022-06-14
41347,38509,Feature Request,Critical,41,3,2023-07-03
41348,7599,Account Access,Low,69,4,2023-08-30
41349,26173,Account Access,Critical,59,2,2024-02-12
41350,14627,Billing,Low,59,2,2024-05-05
41351,27278,Bug Report,High,52,3,2024-05-27
41352,26482,Performance,High,30,1,2023-01-02
41353,38819,Login Issue,High,44,2,2025-01-20
41354,154,Bug Report,Critical,43,1,2022-01-29
41355,31179,Billing,Low,55,5,2022-08-08
41356,39731,Login Issue,High,31,4,2023-03-28
41357,11001,Performance,Medium,22,5,2023-08-07
41358,35108,Feature Request,Critical,69,2,2024-03-11
41359,47328,Billing,Low,12,2,2024-05-17
41360,283,Account Access,Medium,66,4,2024-11-01
41361,16068,Bug Report,Critical,37,2,2022-08-06
41362,44267,Performance,Low,62,5,2024-12-26
41363,33549,Bug Report,Medium,53,2,2024-02-25
41364,16969,Bug Report,Low,71,2,2024-08-17
41365,45201,Billing,High,62,3,2023-06-27
41366,43671,Feature Request,Critical,38,5,2022-12-23
41367,11205,Billing,Critical,39,3,2023-11-21
41368,7387,Bug Report,Critical,53,5,2023-10-09
41369,23134,Bug Report,Critical,24,5,2024-11-10
41370,17764,Feature Request,Low,28,2,2023-05-26
41371,23803,Bug Report,High,40,2,2024-09-17
41372,22459,Bug Report,Low,18,3,2022-12-27
41373,12484,Login Issue,Medium,25,4,2025-02-01
41374,5955,Feature Request,Low,31,4,2024-04-14
41375,5925,Account Access,Critical,47,3,2022-04-19
41376,30273,Performance,Low,49,4,2022-08-05
41377,18568,Bug Report,High,67,4,2022-08-25
41378,29312,Billing,Medium,60,1,2024-07-08
41379,1234,Account Access,High,56,3,2023-02-17
41380,38651,Feature Request,Low,21,1,2024-05-05
41381,18308,Bug Report,Low,30,5,2022-08-13
41382,22492,Performance,High,72,2,2022-04-13
41383,46583,Bug Report,Critical,30,4,2024-12-12
41384,26969,Account Access,Low,58,5,2024-06-10
41385,27867,Login Issue,Critical,24,5,2024-09-16
41386,18687,Bug Report,High,49,4,2022-05-09
41387,23065,Performance,High,41,2,2022-12-09
41388,40618,Bug Report,High,2,4,2023-03-31
41389,18534,Login Issue,Medium,66,1,2023-05-26
41390,14860,Login Issue,Low,20,3,2022-12-08
41391,1144,Account Access,High,52,3,2022-01-06
41392,43509,Billing,Medium,4,5,2023-01-05
41393,27038,Feature Request,Critical,33,5,2024-08-13
41394,42201,Performance,High,19,2,2022-06-26
41395,45659,Performance,Low,8,5,2023-07-27
41396,26570,Login Issue,Medium,13,3,2022-02-12
41397,2128,Feature Request,Low,15,1,2024-04-17
41398,41214,Login Issue,Critical,24,2,2022-04-08
41399,29465,Performance,High,67,1,2023-06-27
41400,25450,Performance,Medium,35,2,2022-04-17
41401,37020,Login Issue,Critical,11,2,2022-12-19
41402,2938,Feature Request,High,31,1,2022-03-29
41403,23551,Account Access,Medium,29,2,2024-05-19
41404,46453,Account Access,Medium,25,4,2025-02-13
41405,3058,Feature Request,High,30,1,2025-02-07
41406,24257,Billing,Medium,25,5,2025-02-16
41407,27142,Billing,Low,46,4,2022-10-13
41408,18276,Billing,Critical,38,2,2023-01-18
41409,41659,Login Issue,Medium,62,2,2023-08-01
41410,2791,Billing,Medium,28,1,2023-08-09
41411,41704,Login Issue,High,45,4,2024-10-20
41412,47624,Performance,Medium,70,1,2024-02-11
41413,43919,Feature Request,Critical,42,2,2022-01-11
41414,10357,Account Access,Medium,71,2,2023-01-27
41415,39964,Performance,Low,65,2,2022-09-03
41416,11996,Performance,High,3,4,2025-03-18
41417,43647,Bug Report,High,23,1,2024-01-29
41418,48654,Billing,High,63,4,2023-12-28
41419,47105,Login Issue,Critical,18,3,2022-01-02
41420,22508,Feature Request,High,32,3,2022-03-29
41421,22465,Feature Request,High,6,1,2025-02-27
41422,5804,Performance,Medium,28,1,2023-03-07
41423,47119,Bug Report,High,60,4,2024-01-09
41424,36077,Bug Report,Critical,37,1,2024-10-07
41425,10398,Billing,Low,36,1,2022-03-28
41426,31398,Login Issue,Low,42,4,2024-09-29
41427,36271,Billing,Low,22,3,2023-11-03
41428,19656,Billing,Critical,60,3,2025-01-22
41429,33832,Login Issue,Low,40,5,2024-03-09
41430,19982,Feature Request,Critical,35,4,2025-01-03
41431,8711,Billing,Critical,12,4,2024-05-11
41432,21036,Login Issue,High,28,2,2024-10-21
41433,10562,Account Access,Critical,37,3,2023-05-21
41434,23347,Feature Request,High,26,2,2022-06-17
41435,23670,Feature Request,Critical,65,3,2023-05-19
41436,37986,Login Issue,High,56,1,2024-10-20
41437,36994,Account Access,Medium,70,3,2022-11-18
41438,29194,Billing,Low,72,4,2023-10-08
41439,20653,Login Issue,Low,72,2,2024-12-12
41440,3609,Feature Request,Medium,41,2,2024-03-13
41441,11627,Feature Request,High,15,5,2022-10-02
41442,21209,Feature Request,Medium,13,2,2024-11-29
41443,21887,Billing,Critical,18,4,2022-12-22
41444,20984,Account Access,Critical,7,3,2024-10-06
41445,38355,Login Issue,High,8,4,2024-05-28
41446,6222,Billing,High,65,3,2024-02-28
41447,13840,Bug Report,Low,3,2,2024-04-28
41448,12168,Performance,High,68,4,2023-10-13
41449,11742,Login Issue,Medium,1,3,2024-04-03
41450,32555,Billing,Critical,72,4,2023-03-21
41451,6130,Bug Report,Low,41,3,2023-09-19
41452,13246,Bug Report,High,57,2,2025-02-28
41453,18597,Feature Request,Low,32,1,2024-06-22
41454,7,Performance,Critical,11,2,2024-12-10
41455,22219,Bug Report,Medium,62,1,2023-02-20
41456,10189,Performance,Low,42,2,2024-12-31
41457,33906,Bug Report,Critical,49,2,2024-05-25
41458,17561,Feature Request,Medium,22,4,2024-08-11
41459,37268,Bug Report,Critical,36,5,2022-01-28
41460,42450,Feature Request,Critical,7,2,2023-05-31
41461,5868,Performance,Critical,69,5,2025-03-20
41462,22724,Performance,High,70,3,2022-09-14
41463,15766,Account Access,High,50,3,2025-01-30
41464,48599,Bug Report,High,14,3,2024-10-06
41465,31537,Billing,Critical,9,3,2025-02-26
41466,4233,Billing,Critical,56,4,2023-05-26
41467,48595,Billing,Critical,15,1,2022-01-11
41468,30704,Account Access,Low,66,3,2022-09-20
41469,12533,Feature Request,High,31,3,2024-04-07
41470,32807,Feature Request,Medium,15,3,2024-06-09
41471,14732,Billing,Low,21,2,2022-08-21
41472,25432,Feature Request,Low,3,3,2022-05-08
41473,45215,Billing,Low,42,5,2024-03-14
41474,9584,Feature Request,Low,14,2,2023-03-23
41475,40076,Billing,High,41,3,2024-07-11
41476,2896,Performance,Low,67,3,2024-11-06
41477,30644,Billing,Low,48,5,2024-06-24
41478,26696,Bug Report,High,58,1,2023-11-29
41479,18905,Login Issue,Medium,52,3,2023-06-15
41480,18380,Performance,Critical,9,1,2022-10-09
41481,33518,Login Issue,Low,5,2,2024-11-27
41482,35548,Performance,Medium,4,1,2022-06-02
41483,45378,Login Issue,Medium,46,5,2024-10-17
41484,1668,Login Issue,Low,54,2,2022-08-17
41485,47029,Account Access,Medium,29,3,2022-03-13
41486,10976,Feature Request,Medium,50,4,2024-11-10
41487,49633,Billing,High,16,3,2022-06-26
41488,26292,Feature Request,Critical,56,3,2023-01-30
41489,4637,Billing,High,51,1,2025-03-06
41490,34054,Billing,High,59,1,2024-07-11
41491,7735,Feature Request,Low,16,2,2024-10-19
41492,43662,Feature Request,High,26,5,2022-08-16
41493,33044,Bug Report,Critical,20,2,2025-01-08
41494,23379,Performance,Medium,4,4,2022-02-12
41495,30927,Performance,Medium,28,3,2024-01-31
41496,44208,Account Access,High,14,1,2024-02-25
41497,18565,Billing,Low,68,2,2024-11-03
41498,870,Bug Report,Critical,61,2,2024-10-23
41499,22827,Feature Request,High,22,5,2023-02-14
41500,9631,Billing,Critical,50,2,2023-09-27
41501,24846,Billing,Critical,51,4,2025-03-19
41502,450,Performance,Medium,71,3,2022-03-26
41503,30595,Bug Report,Low,7,3,2024-11-05
41504,9505,Performance,High,40,3,2024-07-12
41505,18864,Bug Report,Critical,69,5,2022-09-12
41506,16114,Feature Request,Low,4,5,2022-06-30
41507,9558,Bug Report,High,59,2,2023-10-21
41508,46933,Login Issue,Low,22,1,2022-01-18
41509,10997,Bug Report,Low,24,2,2025-03-10
41510,47906,Performance,High,20,5,2024-06-23
41511,8122,Bug Report,Critical,35,4,2025-02-17
41512,6148,Account Access,Medium,32,3,2023-10-12
41513,11022,Account Access,Low,7,3,2024-02-21
41514,34923,Feature Request,Low,18,1,2022-08-07
41515,25349,Account Access,Medium,52,1,2024-11-16
41516,14610,Bug Report,Critical,3,3,2024-02-07
41517,47054,Billing,Critical,15,4,2022-10-05
41518,46979,Account Access,Low,3,4,2023-06-14
41519,33021,Bug Report,Low,44,4,2023-02-06
41520,25041,Feature Request,Critical,46,5,2025-02-23
41521,43472,Billing,Low,29,2,2023-08-02
41522,45138,Feature Request,Medium,12,5,2025-01-08
41523,12347,Billing,Medium,62,3,2023-06-01
41524,23197,Account Access,High,28,4,2022-05-29
41525,11124,Login Issue,High,71,2,2024-10-22
41526,5299,Bug Report,Medium,18,1,2024-05-21
41527,37895,Account Access,Low,19,2,2023-10-20
41528,17630,Account Access,Medium,39,2,2024-07-04
